rid,vid,owner,address,zip
T253,253,GALA CAB CORP.,2617 S. WABASH AVE.,60616
T2898,2898,2898 TAXI CO,3351 W. ADDISON ST.,60618
T6764,6764,MANASSEH INC.,3351 W. ADDISON ST.,60618
T5530,5530,LAS PALMAS CAB CO INC,5200 N. OTTO AVE.,60656
T6003,6003,RIDGEVIEW CAB CORP.,9696 W. FOSTER AVE.,60656
T6112,6112,DESTINY CAB CO,6500 N. WESTERN AVE.,60645
T5358,5358,AZ 5358 INC,4118 W. LAWRENCE AVE.,60630
T4441,4441,ABRAMSON CORP.,3351 W. ADDISON ST.,60618
T4513,4513,CANTON TRANS INC,4118 W. LAWRENCE AVE.,60630
T448,448,GEORGE TAXI EXPRESS INC,5416 N. BROADWAY,60640
T4680,4680,BAROMETER II HACKING CORP.,2617 S. WABASH AVE.,60616
T4510,4510,P E P CAB CORP,4626 W. CORNELIA AVE.,60641
T1822,1822,JUBILEE CAB CORP,3351 W. ADDISON ST.,60618
T3021,3021,BIJAN CAB CO,5200 N. OTTO AVE.,60656
T5448,5448,OKUNDAYE & SONS CO,4118 W. LAWRENCE AVE.,60630
T3954,3954,"TAXI MEDALLION GROUP, LLC-SERIES XV",4175 N. ELSTON AVE.,60618
T5994,5994,HUKAM TRANSIT INC,2532 W. WARREN BLVD.,60612
T5423,5423,AREES CAB INC,2532 W. WARREN BLVD.,60612
T762,762,HENRY AND MASHA CHICAGO CORP.,2617 S. WABASH AVE.,60616
T1710,1710,OCEANIS TAXI LTD,2532 W. WARREN BLVD.,60612
T2811,2811,JULY CAB CORP.,2617 S. WABASH AVE.,60616
T1698,1698,BOULEVARD 1 CORP,3801 N. ELSTON AVE.,60618
T5044,5044,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,60656
T2819,2819,PETE TAXI COMPANY,3351 W. ADDISON ST.,60618
T4851,4851,SAFE TAXI COMPANY,3351 W. ADDISON ST.,60618
T6292,6292,Z & Z CAB INC,3351 W. ADDISON ST.,60618
T6352,6352,NECT 14 LLC,6500 N. WESTERN AVE.,60645
T2972,2972,RIZQ CAB CO,2202 N. ROCKWELL ST.,60647
T46,46,MONICA CORP,4626 W. CORNELIA AVE.,60641
T4624,4624,YOUNG KIM,4626 W. CORNELIA AVE.,60641
T3879,3879,"BOBCY, INC.",2601 W. PETERSON AVE.,60659
T5760,5760,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T5930,5930,REX 2 INC.,6500 W. WESTERN AVE.,60645
T1595,1595,USAMA TRANS INC.,3351 W. ADDISON ST.,60618
T6026,6026,LOGAN SQUARE TRANSPORTATION CORP,9696 W. FOSTER AVE.,60656
T6599,6599,TAXI MEDALLION GROUP LLC SERIES III,4175 N. ELSTON AVE.,60618
T2732,2732,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
T5920,5920,SAWA TAXI CORP,6550 N. CLARK ST.,60626
T844,844,"SHAUN LOVES CHICAGO, INC.",2617 S. WABASH AVE.,60616
T2838,2838,FULL MOON CAB COMPANY,9696 W. FOSTER AVE.,60656
T5560,5560,SCORPION CAB CO.,2617 S. WABASH AVE.,60616
T4697,4697,CHICAGO STAR TAXICAB INC.,2532 W. WARREN BLVD.,60612
T1645,1645,DORRY INC,6550 N. CLARK ST.,60626
T5067,5067,PARSEC INC,3351 W. ADDISON ST.,60618
T5025,5025,"CHRISS, INC.",6500 N. WESTERN AVE.,60645
T994,994,MAMA FOUR CAB CORP.,2617 S. WABASH AVE.,60616
T6891,6891,ULTRA INVESTMENT CORP,3351 W. ADDISON ST.,60618
T954,954,CALL INC,4118 W. LAWRENCE AVE.,60630
T2604,2604,LESLEY CAB CO,9696 W. FOSTER AVE.,60656
T115,115,IL 7 CORP,3801 N. ELSTON AVE.,60618
T3059,3059,PEACE INC.,6550 N. CLARK ST.,60626
T5840,5840,ONYE-IBO CAB CO,4554 N. BROADWAY,60640
T1606,1606,SCHATZI CAB CO,9696 W. FOSTER AVE.,60656
T6723,6723,"FRAN, INC.",2800 W. PETERSON AVE.,60659
T693,693,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,60641
T1958,1958,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
T6251,6251,TAHIR'S CORP,3351 W. ADDISON ST.,60618
T5156,5156,YOMI ADEOYE CAB CO INC,3351 W. ADDISON ST.,60618
T2375,2375,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
T3014,3014,MONITOR TAXI CORP,4118 W. LAWRENCE AVE.,60630
T4648,4648,GREEN WAY EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T4838,4838,"FAISALABAD TRANS, INC.",2601 W. PETERSON AVE.,60659
T3287,3287,TAKPA CORP.,2800 W. PETERSON AVE.,60659
T1407,1407,MYKONOS CAB CORP.,2945 W. PETERSON AVE.,60659
T871,871,REX 3 INC.,6500 N. WESTERN AVE.,60630
T4356,4356,F-15 INC,5455 N. SHERIDAN RD.,60640
T5409,5409,EAST WEST ENTERPRISES INC,4118 W. LAWRENCE AVE.,60630
T3396,3396,TAXI MEDALLION GROUP LLC SERIES II,3351 W. ADDISON ST.,60618
T316,316,MR TAXI 1 INC,3351 W. ADDISON ST.,60618
T1184,1184,LAGUWA INC,4118 W. LAWRENCE AVE.,60630
T4572,4572,ROOBLE CORP,9696 W. FOSTER AVE.,60656
T1156,1156,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
T5815,5815,COREY CAB CO,9696 W. FOSTER AVE.,60656
T740,740,REX 3 INC.,6500 N. WESTERN AVE.,60630
T5751,5751,FIRST CHICAGO EXPRESS INC,4626 W. CORNELIA AVE.,60641
T5292,5292,TAXI MEDALLIONGROUP LLCSERIESXXIX,3351 W. ADDISON ST.,60618
T6335,6335,ANDREW AND STEVEN CAB CORP.,9696 W. FOSTER AVE.,60656
T4578,4578,KIRYAKOS CORP,2601 W. PETERSON AVE.,60659
T609,609,NEW LIGHT CAB INC,2945 W. PETERSON AVE.,60659
T5787,5787,SLSJETS V CAB CORP.,2617 S. WABASH AVE.,60616
T2235,2235,CHITOWN CAB INC. # III,4020 W. GLENLAKE AVE.,60646
T2677,2677,MCCAB X CORP.,4626 W. CORNELIA AVE.,60641
T3504,3504,J C PETERS INC,1801 W. ESTES AVE.,60626
T6537,6537,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
T3023,3023,PAK-AMERICAN EXPRESS INC,4626 W. CORNELIA AVE.,60641
T6057,6057,6057 CAB CORP,1647 N. ORCHARD ST.,60614
T4728,4728,KSR CAB INC.,4536 N. ELSTON AVE.,60630
T2478,2478,SMC CAB CORP.,3351 W. ADDISON ST.,60618
T3264,3264,"CHICAGO POLO VI, INC.",2617 S. WABASH AVE.,60616
T3445,3445,NATZAC INC,6550 N. CLARK ST.,60626
T1411,1411,DESZY CORP.,3351 W. ADDISON ST.,60618
T2748,2748,GRAND CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T66,66,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,60618
T1513,1513,RIDGEVIEW CAB CORP.,9696 W. FOSTER AVE.,60656
T3291,3291,MIGUEL A. MANZO,6128 N. DAMEN AVE.,60659
T5736,5736,DADA'S EXPRESS INC,4626 W. CORNELIA AVE.,60641
T3993,3993,"KADSIA, INC.",2601 W. PETERSON AVE.,60659
T2977,2977,RAM'S CAB CO,8312 S. MAY ST.,60620
T2600,2600,SHAH EXPRESS INC,2601 W. PETERSON AVE.,60659
T4491,4491,BARKA CAB CORP,920 W. LAKESIDE PL.,60640
T6282,6282,KARAM CORP,3351 W. ADDISON ST.,60618
T6444,6444,"CHICAGO POLO XVI, INC",2617 S. WABASH AVE.,60616
T5108,5108,CHICAGO CAB 5108 CO.,2450 W. ADDISON ST.,60618
T1706,1706,AL-QAMAR ENTERPRISES INC.,2601 W. PETERSON AVE.,60659
T1232,1232,KENNATT TRANSPORT INC,3351 W. ADDISON ST.,60618
T862,862,PETANI CAB CORP,2945 W. PETERSON AVE.,60659
T153,153,GRASU CAB CORP.,220 N. LAFLIN ST.,60607
T1714,1714,AQUA ZONE CAB CO.,2617 S. WABASH AVE.,60616
T1477,1477,H.N. CASA EXPRESS INC.,2601 W. PETERSON AVE.,60659
T105,105,MCCAB X CORP.,4626 W. CORNELIA AVE.,60641
T888,888,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,60630
T3980,3980,YAOLAB INVESTEMENTS INC,3351 W. ADDISON ST.,60618
T4390,4390,SABREENA TAXI CO,3351 W. ADDISON ST.,60618
T4350,4350,DEVINDER S. RANGI INC,3351 W. ADDISON ST.,60618
T5382,5382,D. K. CAB CO.,5765 N. LINCOLN AVE.,60659
T3643,3643,KWIK CAB CORPORATION,2601 W. PETERSON AVE.,60659
T6129,6129,NEPAL CAB CORP,1016 W. HOLLYWOOD AVE.,60660
T1216,1216,ES TAXI CORP.,3351 W. ADDISON ST.,60618
T2659,2659,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
T4447,4447,BAYERN TAXI LLC,724 W. WASHINGTON BLVD.,60661
T6044,6044,ALEXANDRA SCHOOL CORP.,2617 S. WABASH AVE.,60616
T2137,2137,LATIFEH CAB CO,9696 W. FOSTER AVE.,60656
T1124,1124,ADEOTI INC,637 E. WOODLAND PARK,60616
T2945,2945,MOHAMED A HAI,9696 W. FOSTER AVE.,60656
T6434,6434,CHITOWN CAB INC # II,4020 W. GLENLAKE AVE.,60646
T4659,4659,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
T4781,4781,YUGSI DIAZ CAB INC.,3351 W. ADDISON ST.,60618
T5799,5799,PEACE INC.,6550 N. CLARK ST.,60626
T2185,2185,VEE-DOR CAB CO.,9696 W. FOSTER AVE.,60656
T3271,3271,ARES TAXI INC,2220 W. SHAKESPEARE AVE.,60647
T6857,6857,RUMAYSA CORP.,2617 S. WABASH AVE.,60616
T5283,5283,SJ TAXI CORP.,4118 W. LAWRENCE AVE.,60630
T4875,4875,4875 TAXI INC,4626 W. CORNELIA AVE.,60641
T1554,1554,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,60626
T5901,5901,ERITREAN AMERICAN INC,2601 W. PETERSON AVE.,60659
T209,209,K & S CORP,4626 W. CORNELIA AVE.,60641
T36,36,TIPTOM TOO INC,2617 S. WABASH AVE.,60616
T1129,1129,YC19 LLC,3351 W. ADDISON ST.,60618
T53,53,MR TAXI 2 INC,3351 W. ADDISON ST.,60618
T2361,2361,STATE TAXI INC,4118 W. LAWRENCE AVE.,60630
T6074,6074,AMERICAN WINNER TAXTCAB INC,2601 W. PETERSON AVE.,60659
T1664,1664,SUSU TAXI INC,3351 W. ADDISON ST.,60618
T1362,1362,SHEENA CORP,2601 W. PETERSON AVE.,60659
T320,320,GEMINI TAXI CORP,2945 W. PETERSON AVE.,60659
T6977,6977,"MONIKRIS, INC",9696 W. FOSTER AVE.,60656
T5095,5095,KALIM KHAN,6412 N. HAMILTON AVE.,60645
T5692,5692,"ECO 1 TAXI, INC",2759 W. MAYPOLE AVE.,60612
T2876,2876,"IL 2, CORP.",3801 N. ELSTON AVE.,60618
T3998,3998,"BOURGAS, CORP.",3351 W. ADDISON ST.,60618
T6111,6111,TRIBECA CAB CORP,4536 N. ELSTON AVE.,60630
T4726,4726,SCORPION CAB CO.,2617 S. WABASH AVE.,60616
T5403,5403,NEW MILLENIUM TAXICAB INC,3351 W. ADDISON ST.,60618
T2810,2810,E & B EXPRESS CORP.,8001 S. DR MARTIN LUTHER KING JR DR.,60619
T6630,6630,ON THE GO CAB CO INC,3351 W. ADDISON ST.,60618
T3018,3018,"DERLY'S CAB CO., INC.",4626 W. CORNELIA AVE.,60641
T5986,5986,VERONIQUE ARIELLE CAB CORP.,2617 S. WABASH AVE.,60616
T4417,4417,SANTORINI FOUR CAB CORP.,4536 N. ELSTON AVE.,60630
T1916,1916,TOCCA TAXI LLC,4536 N. ELSTON AVE.,60630
T2078,2078,J K T CAB CO,4020 W. GLENLAKE AVE.,60646
T2382,2382,"HODO TRANS, INC",2601 W. PETERSON AVE.,60659
T2958,2958,"RSN 3, CORP",5200 N. OTTO AVE.,60656
T1585,1585,TRIBECA THREE CAB CORP.,4536 N. ELSTON AVE.,60630
T5114,5114,ADRIAN INC.,6500 N. WESTERN AVE.,60645
T2609,2609,SPARTAN CAB CO,2601 W. PETERSON AVE.,60659
T2942,2942,ANY CAB CORP.,4536 N. ELSTON AVE.,60630
T3762,3762,SUKHI ENTERPRISES INC.,3351 W. ADDISON ST.,60618
T5376,5376,TAXI MEDALLIONGROUP LLCSERIESXXIX,3351 W. ADDISON ST.,60618
T1096,1096,FATIMAH CAB CORP,9696 W. FOSTER AVE.,60656
T4757,4757,ILHAM TRANS INC,2601 W. PETERSON AVE.,60659
T6480,6480,RSA CAB CORP.,6550 N. CLARK ST.,60626
T816,816,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
T5643,5643,KALGIDHAR CAB CO,4626 W. CORNELIA AVE.,60641
T6207,6207,HASRA CORP,3351 W. ADDISON ST.,60618
T2230,2230,CHICAGO CAB 2 CORP.,2945 W. PETERSON AVE.,60659
T1345,1345,CORPORAL CAB CO,1834 N. DAMEN AVE.,60647
T6115,6115,M A I CAB CO,2601 W. PETERSON AVE.,60659
T1277,1277,YC22 LLC,3351 W. ADDISON ST.,60618
T84,84,MCCAB XX CORP.,4626 W. CORNELIA AVE.,60641
T6742,6742,TASHA RIDE INC.,1749 N. MOODY AVE.,60639
T1902,1902,"ARSLAN TRANS, INC.",2601 W. PETERSON AVE.,60659
T3785,3785,MCCAB XVI CORP.,3351 W. ADDISON ST.,60618
T3237,3237,AMR CAB CORP.,3351 W. ADDISON AVE.,60618
T1954,1954,ZONIC INC,4118 W. LAWRENCE AVE.,60630
T926,926,JOHNS CABS CORP.,4536 N. ELSTON AVE.,60630
T2591,2591,A & S CAB CO INC,2028 W. CONCORD PL.,60647
T3979,3979,3979 TAXI CORP,9696 W. FOSTER AVE.,60656
T5104,5104,YESRAB CORP.,3151 W. ARTHUR AVE.,60645
T3536,3536,GREEN TREE TAXI,3005 W. FARGO AVE.,60645
T1434,1434,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
T5308,5308,MADOROCK INC,3351 W. ADDISON ST.,60618
T165,165,IL 8 CORP,3801 N. ELSTON AVE.,60618
T5026,5026,"SURF & XMILIN, INC",2601 W. PETERSON AVE.,60659
T4524,4524,CAROL CAB CO.,3351 W. ADDISON ST.,60618
T3556,3556,RODNEY ANDREWS,309 E. 89TH PL.,60619
T3305,3305,CHICAGO RED WHITE CAB CO.,4414 S. KNOX AVE.,60632
T1137,1137,SKYT INC.,2532 W. WARREN BLVD.,60612
T1121,1121,YC19 LLC,3351 W. ADDISON ST.,60618
T669,669,BLESS TAXI INC,2617 S. WABASH AVE.,60616
T1412,1412,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
T1310,1310,SUPERIOR CAB CO INC,6301 N. SHERIDAN AVE.,60660
T199,199,OMERAGIC INC.,6550 N. CLARK ST.,60626
T1575,1575,OCEANIS TAXI LTD,2532 W. WARREN BLVD.,60612
T2736,2736,"TAXI MEDALLION GROUP,LLC SERIES VII",4175 N. ELSTON AVE.,60618
T6747,6747,"TAXI MEDALLION GROUP, LLC SERIES IV",4175 N. ELSTON AVE.,60618
T4863,4863,"TAXI MEDALLION GROUP, LLC SERIES IV",4175 N. ELSTON AVE.,60618
T5715,5715,MILA AND MIKE INC,2617 S. WABASH AVE.,60616
T261,261,NEMESIS CAB CORP.,2945 W. PETERSON AVE.,60659
T3701,3701,"BAKILA HOSSAIN, INC.",9696 W. FOSTER AVE.,60656
T688,688,QUOMASS INC,3351 W. ADDISON ST.,60618
T989,989,SHAHID TAXI INC,4118 W. LAWRENCE AVE.,60630
T1973,1973,SHOTOR CAB CO,9696 W. FOSTER AVE.,60656
T5486,5486,TAXI MEDALLION GROUP LLC SERIES III,4175 N. ELSTON AVE.,60618
T4906,4906,"FLAMINGO H & T, INC",4626 W. CORNELIA AVE.,60641
T3756,3756,IFYDA CAB CO,4118 W. LAWRENCE AVE.,60630
T4759,4759,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,60641
T3810,3810,FRESH POWDER TAXI LLC,4536 N. ELSTON AVE.,60630
T6089,6089,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,60616
T2526,2526,MIKA CAB CO INC,4626 W. CORNELIA AVE.,60641
T635,635,JABOYE CORP.,3351 W. ADDISON ST.,60618
T781,781,FOUAZ INC,2235 W. MAYPOLE AVE.,60612
T3050,3050,TEDDY TRANSPORTATION INC.,3351 W. ADDISON ST.,60618
T4020,4020,HMM INC.,4118 W. LAWRENCE AVE.,60630
T2429,2429,CELLULAR CAB CO,3351 W. ADDISON ST.,60618
T788,788,"TAXI MEDALLION GROUP, LLC-SERIES XV",4175 N. ELSTON AVE.,60618
T4408,4408,ELSTON ELEVEN LLC,2738 W. FULTON ST.,60612
T6503,6503,N AND S TAXI INC.,6550 N. CLARK ST.,60626
T164,164,IL 7 CORP,3801 N. ELSTON AVE.,60618
T3236,3236,"R & A CITY, INC.",3351 W. ADDISON ST.,60618
T1983,1983,IL 3 CORP.,3801 N. ELSTON AVE.,60618
T4201,4201,SUNFLOWER CAB CO.,3351 W. ADDISON ST.,60618
T78,78,ALBIE'S CORP.,2601 W. PETERSON AVE.,60659
T5712,5712,MULTAN EXPRESS INC,4118 W. LAWRENCE AVE.,60630
T1556,1556,ROCKY MOUNTAIN CAB CO,1834 N. DAMEN AVE.,60647
T3163,3163,BARROW TAXI LLC,4536 N. ELSTON AVE.,60630
T324,324,EBUDOLA CAB CO,3351 W. ADDISON ST.,60618
T4226,4226,JAHAN INC,9696 W. FOSTER AVE.,60656
T4545,4545,ALMOHAJEER INC,4020 W. GLENLAKE AVE.,60646
T2141,2141,CHADWICK CAPITAL CORP,4118 W. LAWRENCE AVE.,60630
T2690,2690,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
T3781,3781,TAXSI CORP,9696 W. FOSTER AVE.,60656
T3733,3733,TAXI MEDALLION GROUPLLC-SERIESXVIII,4175 N. ELSTON AVE.,60618
T1551,1551,ASHA CORP,4020 W. GLENLAKE AVE.,60646
T6733,6733,TAXI MEDALLION GROUP LLC-SERIES 35,4175 N. ELSTON AVE.,60618
T5190,5190,BARAKA ENTERPRISES INC.,3351 W. ADDISON ST.,60618
T3225,3225,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
T2069,2069,ABDELHAFED AL-KHALAYLEH,2025 W. GRANVILLE AVE.,60659
T4329,4329,OHANS CORPORATION,2601 W. PETERSON AVE.,60659
T247,247,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T3842,3842,FOREVER CAB INC.,4118 W. LAWRENCE AVE.,60630
T2366,2366,NOWARMA INC.,4626 W. CORNELIA AVE.,60641
T1197,1197,INARA ENTERPRISE INC,4118 W. LAWRENCE AVE.,60630
T2864,2864,SKY TAXI INC,4626 W. CORNELIA AVE.,60641
T4167,4167,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
T963,963,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
T1827,1827,PARK CITY CAB CO,4626 W. CORNELIA AVE.,60641
T6085,6085,CHICAGO SUPERSONIC CAB CORP,9696 W. FOSTER AVE.,60656
T6340,6340,KINGDOM TRANSPORT INC.,4542 N. BROADWAY,60640
T6317,6317,MAHLEAT INC,4118 W. LAWRENCE AVE.,60630
T5111,5111,IRSHAN INC,4118 W. LAWRENCE AVE.,60630
T4960,4960,WEDEB CAB CO.,4626 W. CORNELIA AVE.,60641
T5852,5852,CHICAGO MEDALLION FIVE LLC,9696 W. FOSTER AVE.,60656
T6726,6726,TAXI MEDALLION GROUPLLC -SERIESXXV,4175 N. ELSTON AVE.,60618
T777,777,"SHAUN LOVES CHICAGO, INC.",2617 S. WABASH AVE.,60616
T541,541,"LULU THREE, INC",2617 S. WABASH AVE.,60616
T6377,6377,LAYA CAB CORP,5200 N. OTTO AVE.,60656
T2564,2564,DEB CAB CO,3351 W. ADDISON ST.,60618
T6500,6500,AGAPH CAB CORP,2945 W. PETERSON AVE.,60659
T4692,4692,MR. TAXI INC.,3351 W. ADDISON ST.,60618
T6462,6462,MIRA EXPRESS INC,9696 W. FOSTER AVE.,60656
T6908,6908,TEKESTE CORP.,6550 N. CLARK ST.,60626
T4334,4334,SEWIT EXPRESS INC,6550 N. CLARK ST.,60626
T1035,1035,NADJIB TRANS INC,4626 W. CORNELIA AVE.,60641
T6066,6066,RAFEY INC,2601 W. PETERSON AVE.,60659
T25,25,ROADWAY CAB CO,4301 W. MONTROSE AVE.,60641
T2989,2989,SHUMAILA CAB CO,4626 W. CORNELIA AVE.,60641
T581,581,PARAMJIT ENTERPRISES INC,3351 W. ADDISON ST.,60618
T2653,2653,MOONLIGHT TAXI SERVICE INC,3005 W. FARGO AVE.,60645
T1977,1977,A. S. INC. II,4118 W. LAWRENCE AVE.,60630
T6960,6960,DWEBAN INC,4626 W. CORNELIA AVE.,60641
T5395,5395,WE CAB CO.,2945 W. PETERSON AVE.,60659
T4905,4905,FOMEAK INC,4827 N. SHERIDAN RD.,60640
T3324,3324,AKAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T6304,6304,CH. TAXI I CORP.,3351 W. ADDISON ST.,60618
T6493,6493,ASMARA INC,4626 W. CORNELIA AVE.,60641
T6621,6621,NORTH KING CAB COMPANY,4626 W. CORNELIA AVE.,60641
T3348,3348,HAFIZ BILAL EXPRESS INC.,3351 W. ADDISON ST.,60618
T2716,2716,"CHICAGO POLO XIV, INC.",2617 S. WABASH AVE.,60616
T4731,4731,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
T3527,3527,"HAGHIGHAT TRANSPORT, INC.",4626 W. CORNELIA AVE.,60641
T3818,3818,OKABS INC,3351 W. ADDISON ST.,60618
T2508,2508,A1 CAB SERVICE LLC,6542 N. SEELEY AVE.,60645
T5496,5496,ARCHER CAB INC,9696 W. FOSTER AVE.,60656
T1926,1926,NICOLAE TOMA,5021 N. DAMEN AVE.,60625
T804,804,FUTURE CAB CO,9696 W. FOSTER AVE.,60656
T5014,5014,CASBAH TRANS INC,4626 W. CORNELIA AVE.,60641
T432,432,MCCAB VII CORP.,4626 W. CORNELIA AVE.,60641
T5239,5239,AGAPE CAB INC.,2601 W. PETERSON AVE.,60659
T860,860,ZEUS CAB CORP.,2945 W. PETERSON AVE.,60659
T1821,1821,NORIZA INC,9696 W. FOSTER AVE.,60656
T5762,5762,PENN - J INC,3351 W. ADDISON ST.,60618
T2435,2435,TAXI CAB INC,3351 W. ADDISON ST.,60618
T1375,1375,DE-ROWSTEPH VENTURES INC,1422 N. LOCKWOOD AVE.,60651
T5298,5298,KAALA JUTT CAB COMPANY,4626 W. CORNELIA AVE.,60641
T3827,3827,RESURRECTION TAXI INC,2532 W. WARREN BLVD.,60612
T1442,1442,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
T4672,4672,SUPER PRINCE INC,4118 W. LAWRENCE AVE.,60630
T110,110,CHAUDHRY STARS INC,3351 W. ADDISON ST.,60618
T237,237,IL 9 CORP,3801 N. ELSTON AVE.,60618
T4480,4480,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T1160,1160,AL-MEDINA CHICAGO INC,3351 W. ADDISON ST.,60618
T3711,3711,"ARVP, LLC",3204 W. OLIVE AVE.,60659
T852,852,BON CORPORATION,3351 W. ADDISON ST.,60618
T1046,1046,NEWOSBAR INC,9696 W. FOSTER AVE.,60656
T2357,2357,SHEZAN INC,9696 W. FOSTER AVE.,60656
T513,513,"LULU THREE, INC",2617 S. WABASH AVE.,60616
T6961,6961,FAST CAB AND LIMO SERVICES INC,9696 W. FOSTER AVE.,60656
T4687,4687,CARAVAN CAB CO,3351 W. ADDISON ST.,60618
T5338,5338,SAHARAN CAB INC,2601 W. PETERSON AVE.,60659
T2148,2148,"DERLY'S CAB CO., INC.",4626 W. CORNELIA AVE.,60641
T4846,4846,"JAZZY GILL, INC.",6220 N. RIDGE AVE.,60660
T111,111,ANDREW AND STEVEN CAB CORP.,9696 W. FOSTER AVE.,60656
T49,49,NECT 30 LLC,6500 N. WESTERN AVE.,60645
T4559,4559,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T2739,2739,DARLING CAB CO,4626 W. CORNELIA AVE.,60641
T1738,1738,KIRUBEL CORP,5416 N. BROADWAY,60640
T4359,4359,"NORTHSIDE TAXI 4359, LLC",6405 N. CAMPBELL AVE.,60645
T6137,6137,"OLAN CAB CO., INC.",9696 W. FOSTER AVE.,60656
T4742,4742,JUICY J INC,4118 W. LAWRENCE AVE.,60630
T4526,4526,KNOWTICA CAB CO,4020 W. GLENLAKE AVE.,60646
T329,329,REHMAT CORP.,3351 W. ADDISON ST.,60618
T6796,6796,SDJ TAXI INC,5765 N. LINCOLN AVE.,60659
T5800,5800,SENAI TAXI CORP,6550 N. CLARK ST.,60626
T4058,4058,ANMOLE JHALLY CORP,3351 W. ADDISON ST.,60618
T5258,5258,DEKA TWO CAB CORP.,4536 N. ELSTON AVE.,60630
T6967,6967,AANADIL INC,3351 W. ADDISON ST.,60618
T2018,2018,SLSJETS IV CAB CORP.,2617 S. WABASH AVE.,60616
T660,660,RHD CAB CORP.,2800 W. PETERSON AVE.,60659
T6649,6649,JNR III INC.,9696 W. FOSTER AVE.,60656
T262,262,CHI-TOWN TAXI LLC,3215 N. PIONEER AVE.,60634
T727,727,MAHENDRA BHATT,170 W. OAK ST.,60610
T1781,1781,GOLDEN STOOL INC,3351 W. ADDISON ST.,60618
T6245,6245,KENDOSKI TAXI LLC,820 W. BELLE PLAINE AVE.,60613
T2081,2081,AMRIT CAB CO.,4118 W. LAWRENCE AVE.,60630
T599,599,SERAFFIN INC.,9696 W. FOSTER AVE.,60656
T5477,5477,S M B K CAB CO,2547 W. JEROME ST.,60645
T5922,5922,SUMETTI CAB CO,6550 N. CLARK ST.,60626
T3617,3617,CHICAGO 5 STAR TAXI CAB INC,3351 W. ADDISON ST.,60618
T5659,5659,SAJIDA CAB INC,3351 W. ADDISON ST.,60618
T6239,6239,"CHICAGO POLO XVII, INC",2617 S. WABASH AVE.,60616
T869,869,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,60641
T2152,2152,G S BHATTI TAXI INC,4626 W. CORNELIA AVE.,60641
T2355,2355,AL-MEDINA TAXI INC,9696 W. FOSTER AVE.,60656
T1548,1548,SNOWCAT TAXI LLC,2532 W. WARREN BLVD.,60612
T294,294,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
T3460,3460,"ODUWOLE, INC",3351 W. ADDISON ST.,60618
T2959,2959,"MIDWEST CAB CO, INC",4020 W. GLENLAKE AVE.,60646
T4194,4194,BOULEVARD CORP,3801 N. ELSTON AVE.,60618
T6442,6442,S A H I 6442 TAXI INC,4020 W. GLENLAKE AVE.,60646
T1408,1408,D.L.B. CAB CO. INC.,9696 W. FOSTER AVE.,60656
T1502,1502,"EAGLE EXPRESS, INC.",4626 W. CORNELIA AVE.,60641
T1914,1914,ABRANTIE TRANSPORT INC.,3351 W. ADDISON,60618
T5866,5866,LUCKY SEVEN CHICAGO THREE INC.,2617 S. WABASH AVE.,60616
T4177,4177,ABDUL LLC,9696 W. FOSTER AVE.,60656
T667,667,SUSAN CAB CORP.,2617 S. WABASH AVE.,60616
T648,648,COMFORTING NEST TRANS INC,3351 W. ADDISON ST.,60618
T1059,1059,YC17 LLC,3351 W. ADDISON ST.,60618
