account,ward,aid,business,address,zip
58467,32,NaN,BOTAS SANDOVAL,2500 N MILWAUKEE AVE 1ST,60647
58483,12,NaN,LUZTA SALES,4100 S ASHLAND AVE # 1,60609
58504,42,NaN,ROCHE BOBOIS,222 W HUBBARD ST 1ST,60610
58507,42,NaN,BEED JEWELERY INC,5 S WABASH AVE 1ST 903,60603
58508,10,NaN,"OZINGA CHICAGO RMC, INC.",1818 E 103RD ST 1ST,60617
58514,31,NaN,ANNA SEWING CO,4141 W BELMONT AVE  1,60641
58525,32,NaN,MARY'S STUFF,2049 W BELMONT AVE 1ST,60618
58542,23,NaN,"AIRNET SYSTEMS, INC.",5236 W 63RD ST,60638
58612,42,NaN,MARTIN-WOOD,222 W MERCHANDISE MART PLZ  1461,60654
58645,23,NaN,CHECK N' GO,5160 S PULASKI RD 1ST,60632
58664,32,NaN,UNEXPECTED TREASURES,2147 W BELMONT AVE,60618
5877,4,638,CLUB CAR INC,139 W VAN BUREN ST 1ST,60605
58791,33,NaN,U-JIN ORIENTAL HERBS,3254 W LAWRENCE AVE 2ND,60625
5880,29,775,EL GRAN BURRITO,5632 W NORTH AVE  1,60639
58818,32,NaN,PRO CARE SIGN AND ELECTRIC,3128 N LINCOLN AVE,60657
58826,45,720,ST. CORNELIUS,5205 N LIEB AVE,60630
5885,41,NaN,FIELDWORK CHICAGO O'HARE INC,8420 W BRYN MAWR AVE,60631
58857,8,NaN,FRIENDLY AFRICAN HAIR BRAIDING,1738 E 87TH ST,60617
58873,14,NaN,ARRO HAIR STUDIO,3907 W 47TH ST  1,60632
58875,33,624,AMEER GENERAL MERCHANDISE #2 INC,3444 W LAWRENCE AVE 1,60625
58879,29,NaN,WOMAN'S HAIR STUDIO,5408 W MADISON ST,60644
58904,42,NaN,RADIX HEALTH CONNECTION LLC,435 N LA SALLE DR  400,60610
58916,42,NaN,M A C COSMETICS,40 E OAK ST 1ST,60611
58919,5,NaN,E-Z SYSTEMS,2300 E 71ST ST 1ST,60649
58951,43,NaN,BARTS CLEANERS,2459 N RACINE AVE 1ST,60614
58993,30,NaN,PAY HALF,4202 W BELMONT AVE 1,60641
59006,16,NaN,DUSABLE IRON FENCE,6955 S ASHLAND AVE 1ST,60636
59037,42,NaN,GEIGER OF AUSTRIA INC,350 N ORLEANS ST  13-104,60654
59047,38,724,EDIT HOUSE CHICAGO,5325 W BERENICE AVE 2,60641
59078,42,NaN,MODERNICA INC,555 N FRANKLIN ST GROUND,60610
59110,42,635,"SPECIAL COUNSEL, INC.",200 S MICHIGAN AVE,60604
59116,42,NaN,NEWPORT DOOR INC.,60 W RANDOLPH ST 4TH,60601
59127,25,793,SALACAR,1659 W CERMAK RD 1ST,60608
59178,22,NaN,THE PAY DAY LOAN STORE/MIDWAY,4838-4840 S CICERO AVE,60638
59181,42,NaN,SUPERCUTS IL 692,100 W RANDOLPH ST 2ND,60601
5919,29,775,VILLAGE MEAT & GROCERY,5940 W NORTH AVE 1ST,60639
59197,8,NaN,PRETTY NAILS,1930 E 95TH ST,60617
5921,40,818 | 711,CARR'S AUTO CONSTRUCTION,1920 W PETERSON AVE  1ST,60660
59213,35,NaN,VIVIAN'S HAIR & NAILS SALON,3655 W DIVERSEY AVE 1ST,60647
5925,49,775,CASA ROMAN,6978 N CLARK ST 1,60626
59265,30,833,"CLEARSTAFF, INC.",3031 N PULASKI RD,60641
59268,25,602,LE'FLEUR INTERIORS BY DIANA,"1100 W CERMAK RD 5TH, 524",60608
5928,28,NaN,MOO & OINK INC,4848 W MADISON ST,60644
59289,42,NaN,THE WATCH CLINIC,21 N WABASH AVE  MEZZA,60602
59300,13,942,ST. SYMPHOROSA,6135 S AUSTIN AVE,60638
59331,15,NaN,KINSELLA LANDSCAPING,4335 S WESTERN AVE,60609
59380,32,NaN,PLATERIA TEXACO,2500 N MILWAUKEE AVE 1ST,60647
59464,27,NaN,RICHMOND & SONS PEST CONTROL,2056 W WALNUT ST 1ST,60612
59507,37,NaN,"Palmgren Steel Products, Inc.",914 N KILBOURN AVE,60651
5951,27,NaN,UNITED CONTAINER CORPORATION,1350 N ELSTON AVE,60622
59546,29,NaN,MIMI PROFESSIONAL AFRICAN HAIR,5833 W MADISON ST 1ST,60644
5956,32,775,VIENNA SAUSAGE MFG CO,2501 N DAMEN AVE,60647
59564,4,NaN,EXHIBIT INSTALLATION SPECIALIS,2300 S LAKE SHORE DR 1002N,60616
59579,38,NaN,ROBERT O. STENSLAND & ASSOCIATES INC.,7644 W BELMONT AVE 1,60634
5960,29,763,7-ELEVEN,2759 N HARLEM AVE,60707
59626,37,NaN,HERB REFRIGERATION,5329 W NORTH AVE 1ST,60639
59643,32,NaN,A M SPORTSWEAR,2500 N MILWAUKEE AVE  216,60647
59666,18,624,ELECTRONICS BOUTIQUE,7601 S CICERO AVE  FORD,60652
59741,27,NaN,MARIA CABRERA,918 N LAWNDALE AVE,60651
59796,39,NaN,TOTAL CONSULTING SERVICE,5901 N CICERO AVE  103,60646
59801,30,NaN,J R HAIR STUDIO,5921 1/2 W DIVERSEY AVE 1ST,60639
59817,42,NaN,LUCY'S FLOWERS & GIFTS,201 N CLARK ST 1ST,60601
59818,22,NaN,LOLA'S BEAUTY SALON,4107 W 26TH ST,60623
59822,41,895,N P NAILS SALON,7138 N HARLEM AVE 1ST,60631
59827,42,911,ROBERTO'S,214 S STATE ST 1ST,60604
59834,28,NaN,SEKA HAIR BRAIDING,3447 W MADISON ST,60624
59854,2,NaN,A+ CLEANERS,953 W WILLOW ST 1ST,60614
59945,47,646,LINCOLN SQUARE ROVERS,2249 W MONTROSE AVE 1ST,60618
59949,36,NaN,RAD MILO BEAUTY SHOP,3423 N CENTRAL AVE 1ST,60634
59956,31,NaN,AMIGO DRIVING SCHOOL LP,5104 W FULLERTON AVE,60639
59969,42,NaN,ORLEANS PLAZA NEWSSTAND,414 N ORLEANS ST  106,60610
59971,43,NaN,RUSH LOGISTICS,634 W WEBSTER AVE,60614
59973,42,895,FANTASY NAILS,46 E CHICAGO AVE BSMT,60611
6,11,829,JOHN SCHALLER,3714 S HALSTED ST 1ST #,60609
60042,42,NaN,FUNG'S JEWELRY,7 S WABASH AVE 1ST,60603
60045,14,NaN,CURRENCY EXCHANGE,3224 W 47TH ST 1ST,60632
60059,42,NaN,ABBATE GROUP L.T.D,203 N LA SALLE ST  2100,60601
60080,7,NaN,E & J CONSTRUCTION OF ILL INC,9109 S YATES BLVD  1ST,60617
60096,42,NaN,"AMERICAN  CAPITAL FINANCIAL SERVICES,",111 S WACKER DR  4000,60606
60119,26,NaN,BUBBLELAND,2650 W DIVISION ST,60622
60126,22,712,MONTIEL AUTO REPAIR,4312 W OGDEN AVE 1ST,60623
60130,35,NaN,J A PRADA & ASSOCIATES,2653 N MILWAUKEE AVE,60647
6016,44,NaN,TRUE VALUE HARDWARE,1138 W BELMONT AVE,60657
6019,4,775,CAFE MEDITERRA,728 S DEARBORN ST 1ST,60605
60250,18,NaN,MIDWEST TITLE LOANS,3751 W 79TH ST 1ST,60652
60287,33,NaN,VCA CHICAGO NORTH ANIMAL HOSPI,3631 N ELSTON AVE 1ST,60618
6036,39,NaN,"HARVARD COLLECTION SERVICES, LLC",4839 N ELSTON AVE,60630
60438,37,NaN,JOYERIA GIANNI,4545 W DIVISION ST 1ST,60651
60471,25,775,VIVA FOOD MART,2001 W CERMAK RD 1,60608
60474,35,NaN,AT YOUR SERVICE,2921 N MILWAUKEE AVE GROUND,60618
6052,22,775,GIOVANNI LIQUORS INC,4237 W 26TH ST 1ST,60623
60520,42,NaN,DYNASTY DIAMONDS BY ANDREWS,7 S WABASH AVE 1ST,60603
6058,16,638,LOS DELFINES #2,2750 W 63RD ST 1ST,60629
60616,16,NaN,AZTECA FURNITURE,2944 W 63RD ST 1ST,60629
6062,45,NaN,Sally Beauty Supply #423,5916-5918 W LAWRENCE AVE,60630
60625,39,NaN,FAMILY PRIDE QUICK WASH,5006 N PULASKI RD 1ST,60630
60634,41,NaN,MONTBLANC,11601 W TOUHY AVE  TERMI,60666
60660,29,NaN,ARE YOU NEXT?,5659 W NORTH AVE,60639
6068,47,638,CHICAGO JOE'S,2252-2256 W IRVING PARK RD,60618
6070,44,NaN,BLUM ANIMAL HOSPITAL,3219 N CLARK ST,60657
60752,33,NaN,PALETERIA JALISCO,4219 N KEDZIE AVE,60618
6076,47,829,WILD GOOSE BAR & GRILL,4265 N LINCOLN AVE  1ST F,60618
6080,28,775,DAMENZO'S INC,2322-2324 W TAYLOR ST,60612
60826,21,NaN,ROZ SALON AND HELPING HAND SERVICES,8128 S ASHLAND AVE 1ST,60620
6083,33,775,DAPPER'S EAST RESTAURANT,2901 W ADDISON ST,60618
60835,31,NaN,MATTRESS CITY USA,3124 N CICERO AVE,60641
60855,33,NaN,MARIO'S AWNING NEON SIGN DESIGN,3058 W BELMONT AVE 1ST,60618
60878,43,NaN,GREEN,1718 N WELLS ST 1ST,60614
6090,27,638,THE BREAKFAST CLUB INC,1381 W HUBBARD ST,60642
60947,30,NaN,ADRIADOR VIDEO,3198 N MILWAUKEE AVE 1,60618
6095,21,775,NEIGHBORHOOD DELI-GROC,9001-9003 S ASHLAND AVE,60620
60958,6,775,CHURCH'S CHICKEN # 610,400 E 87TH ST,60619
60960,48,763,PHO XE LUA,1021 W ARGYLE ST,60640
61,43,784,KELLY'S PUB,949 W WEBSTER AVE 1ST,60614
6104,9,774,"QUICK STOP FOOD & LIQUOR MART, INC.",407-409 E 111TH ST 1,60628
61087,16,NaN,TCS WIRELESS,6230 S ASHLAND AVE,60636
6113,30,829,CAFE LURA,3180- 3184 N MILWAUKEE AVE,60618
6121,27,638,HOLIDAY BAR & GRILL,740 W RANDOLPH ST 1ST,60661
6126,44,829,MONSIGNOR MURPHY'S,3019 N BROADWAY,60657
6127,10,829,RAGTYME II,10906 S TORRENCE AVE 1ST,60617
61450,28,NaN,Barton Senior Residences of Chicago,1245 S WOOD ST 1ST,60608
6149,47,775,DINKEL'S BAKERY INC,3329 N LINCOLN AVE  1,60657
6152,2,NaN,HANCOCK MARKET LTD,175 E DELAWARE PL 44,60611
61569,49,NaN,MAGIC VIDEO,1319 W MORSE AVE 1,60626
6158,50,NaN,KOL TUV KOSHER FOODS INC,2938 W DEVON AVE,60659
6160,41,NaN,NAPA AUTO PARTS,6546 N MILWAUKEE AVE,60631
61624,12,NaN,PIER TRANSPORATION INC,2901 W 31ST ST,60623
61656,25,864,MRS BAIRD'S BAKERIES BUSINESS,2525 S BLUE ISLAND AVE,60608
6168,39,NaN,THILLENS INC,4242 N ELSTON AVE,60618
6188,32,775,WRIGHTWOOD FOOD & LIQUOR,1324 W WRIGHTWOOD AVE,60614
6202,43,638,3-PENNY CINEMA,2424-2426 N LINCOLN AVE,60614
6214,22,774,MORENOS DISCOUNT LIQUORS INC,3714-3724 W 26TH ST 1ST,60623
6216,35,775,"EL PACIFICO,INC",3534 W FULLERTON AVE  1,60647
6219,39,864,ALFA RESTAURANT SUPPLY INC,4218 N ELSTON AVE,60618
6222,7,666,JONES CITGO,2352 E 75TH ST,60649
6223,30,774,7-ELEVEN #29168,3559 N PULASKI RD,60641
6227,30,763,JAGIELLONIA CORP,3634 W BELMONT AVE,60618
62309,42,NaN,JULIE KIPTA INC,350 N ORLEANS ST  1346A,60654
6233,46,NaN,NATIONAL CAR WASH,4900 N BROADWAY,60640
6235,32,NaN,A & A TUCKPOINTING,3042 W ARMITAGE AVE,60647
6237,35,775,LA CONCORDIA,3724 W MONTROSE AVE,60618
62412,42,NaN,OW LEE CO INC,222 W MERCHANDISE MART PLZ  1572,60654
6242,46,784,Nick's Uptown,4015-4017 N SHERIDAN RD,60613
6244,27,NaN,INSULATED PANEL COMPANY,421 N PAULINA ST  1ST,60622
6246,35,864,NEW CHICAGO KIMCHEE,3648 W LAWRENCE AVE 1ST,60625
62471,5,NaN,JEFFERY PUB,7041 S JEFFERY BLVD,60649
62472,33,785,THE LEGACY,3042 W IRVING PARK RD 1ST,60618
62474,26,829,ARCHIE'S IOWA ROCKWELL TAVERN,2600 W IOWA ST 1ST,60622
62481,32,775,LINCOLN TAVERN & RESTAURANT,1858 W WABANSIA AVE 1ST,60622
62499,47,775,LINCOLN RESTAURANT,4008-4012 N LINCOLN AVE 1ST,60618
62500,24,763,ALCORN LIQUOR LOUNGE,1659 S PULASKI RD 1ST,60623
62503,28,763,306 CLUB,306 S KOSTNER AVE 1ST,60624
62508,18,785,NINA'S RESTAURANT,3359 W 79TH ST 1ST,60652
62520,2,829,HIDEOUT,1354 W WABANSIA AVE 1ST,60622
62522,19,763,COUNTY FAIR FOODS,10800 S WESTERN AVE 1ST,60643
62525,2,784,SOUTHPORT CITY SALOON,2548 N SOUTHPORT AVE 1ST,60614
62528,44,638,D'AGOSTINO'S PIZZA,1351 W ADDISON ST 1ST,60613
62535,10,774,"BANNER LIQUOR & TAP, INC.",10556 -10558 S EWING AVE  1ST,60617
62539,48,NaN,HOLLYWOOD TOWER MKT,5701 N SHERIDAN RD 1ST,60660
62544,42,775,CRYSTAL BALLROOM/PLAZA BALLROOM,151 E WACKER DR  PLAZA,60601
62547,8,775,HIDIRI,1008 E 93RD ST 1ST,60619
62549,16,NaN,F & G LIQUOR AND FOOD MART,6257 S WESTERN AVE 1ST,60636
62553,15,639,NAT'L GUARD OF LITHUANIA,2417 W POPE JOHN PAUL II DR 1ST,60632
62574,36,NaN,A. AFFETTO TRUCKING CO,5011-5015 W GRAND AVE,60639
62597,32,775,RUTH KAPLAN,2345 W ARMITAGE AVE 1ST,60647
62607,10,NaN,LAKE SIDE COLLISION INC,10300 S INDIANAPOLIS AVE 1ST,60617
62622,27,775,ALS RED HOTS INC,2908 W LAKE ST  1,60612
62624,46,775,UPTOWN SNACK SHOP,4668 N BROADWAY   1,60640
62648,30,NaN,S & C AUTO,3942 W BELMONT AVE 1ST,60618
62670,27,775,GEORGE TSILIMIGRAS,844 W RANDOLPH ST 1ST,60607
62673,29,864,MICHAELANGELO'S FOODS,2701 N HARLEM AVE 1ST,60707
62679,34,NaN,SHELDON LIQUORS,11112 S HALSTED ST 1ST,60628
62680,48,775,CHINA STAR RESTAURANT,1126 W BRYN MAWR AVE 1ST,60660
62691,2,763,FIRE KING SERVICE STATION,1901 N ELSTON AVE # 1ST,60622
62711,46,699,MADO HEALTHCARE-BUENA PARK,940 W CULLOM AVE 1ST,60613
62713,9,775,CLAY'S BAR,10552 S CORLISS AVE 1ST,60628
62715,23,NaN,QUICK WASH,6238 S PULASKI RD 1ST,60629
62717,33,NaN,GEAR MFG,4329 N KEDZIE AVE 1ST,60618
62735,16,775,GARFIELD GYROS,2020 W 55TH BLVD  1ST,60609
62747,18,775,BILLY'S GRILL,3711 W COLUMBUS AVE # 1ST,60652
62759,33,775,PETER JUNKOVIC,3025 W IRVING PARK RD,60618
62760,17,763,LOGGINS NEIGH GROCERY,7000 S WOOD ST 1ST,60636
62762,47,829,OAKWOOD '83,1959 W MONTROSE AVE 1ST #,60613
62781,49,676,SUPER 8,7300 N SHERIDAN RD 1ST,60626
62782,46,864,DEARBORN WHOLESALE GROCERS INC,918 W MONTROSE AVE 1ST #,60613
62794,29,775,SERRELLI'S FOODS,6454 W NORTH AVE 1ST,60707
62797,46,774,GOLD MEDAL LIQUORS,3823 N BROADWAY  1ST,60613
62803,47,763,RAVENSWOOD L STATION,1818 W IRVING PARK RD  1ST,60613
6281,16,774,SHARIF'S FOOD & LIQUORS INC.,5659 S RACINE AVE 1,60636
62825,31,NaN,ADVANCED AUTO BODY INC,2541 N CICERO AVE 1ST,60639
62831,20,775,HOWARD'S CHICKEN SNACK,368 E 69TH ST  1ST,60637
62836,38,711,PAUL'S PRECISION AUTO BODY,3511 N HARLEM AVE,60634
62837,25,775,LOS CUATRO HERMANOS GROCERY,1858 S ALLPORT ST 1ST,60608
62856,42,763,KANTI TOBACCO & GIFTS INC,33 N DEARBORN ST  1ST,60602
6286,41,775,CABANA RESTAURANT & SPORTS BAR,5431 N EAST RIVER RD,60656
62862,22,NaN,JUAREZ VILLAGE,4010 W 28TH ST  1ST,60623
6287,4,775,SKY RIDE TAP,105 W VAN BUREN ST 1,60605
62874,2,775,NEW JAPAN INN,45 W DIVISION ST 1ST,60610
62880,1,NaN,TIGER AUTO PARTS,707 N ASHLAND AVE,60622
62894,33,775,MARIE'S GOLDEN CUE,3241 W MONTROSE AVE 1ST,60618
62898,8,775,FAMILY DEN,8940-8942 S STONY ISLAND AVE  1,60617
6292,29,774,SUNSET LIQUORS,5921-5927 W DIVISION ST 1ST,60651
62930,48,775,VINH THO GROCERY,1112 W ARGYLE ST  1ST,60640
62934,45,779 | 712,LAWRENCE KENNEDY BP,5027 W LAWRENCE AVE # 1,60630
62947,25,775,MARTIN'S CORNER,2058 W 22ND PL 1ST,60608
62954,27,775,REMEDIES,1750 W HARRISON ST 1 135,60612
62973,44,725,"SECURE PARKING, INC.",3501 N CLARK ST  1,60657
62977,45,NaN,SWEET WORLD RETAIL BAKERY,5450 N MILWAUKEE AVE # 1ST,60630
6299,11,NaN,CONTINENTAL AIR TRANSPORT INC,1200 W 35TH ST,60609
62992,2,NaN,FOSSIL STORE #306,835 N MICHIGAN AVE,60611
63004,49,829,"OASIS, THE",6809-6813 N SHERIDAN RD 1ST,60626
63018,31,NaN,DIVERSEY ANIMAL HOSPITAL,5540 W DIVERSEY AVE  1,60639
63019,7,775,HONG SIK IN,10350 S TORRENCE AVE  1,60617
6302,13,814,VILLA ROSA PIZZA,6135 S AUSTIN AVE,60638
63028,42,NaN,C & L TOBACCO,211 E ONTARIO ST 1ST,60611
6303,12,NaN,JTR HYDRAULIC,3616 S ARCHER AVE,60609
63036,14,775,EL TACONAZO NORTENO,5849 S KEDZIE AVE 1ST,60629
63046,1,743,DIVERSEY-RIVER BOWL,2211 W DIVERSEY PKWY  1ST,60647
63049,42,602,THE HEARN COMPANY,2 N LA SALLE ST 22ND 2200,60602
63054,44,NaN,CONVENIENT FOOD MART #99,2850 N SHERIDAN RD 1ST,60657
6306,42,775,KARAD DRUG COMPANY INC #10,455 N CITYFRONT PLAZA DR  FIRST,60611
63067,49,699,CLARK MANOR CONVALESCENT CENTER,7433 N CLARK ST  1,60626
6309,33,775,MANDARIN CHINESE REST,3254 W LAWRENCE AVE,60625
63110,1,NaN,ADVANCED AMUSEMENT,1606 W GRAND AVE 1ST,60622
6313,45,NaN,COLD HEADERS INC,5514 N ELSTON AVE,60630
63139,42,763,BLUE FROG,676 N LA SALLE DR  1,60654
63142,47,NaN,LAKEVIEW YMCA,3333 N MARSHFIELD AVE,60657
63145,44,232 | 816,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 W WELLINGTON AVE,60657
63147,39,638,BOO ILL RESTAURANT,3346 W BRYN MAWR AVE  1,60659
6315,50,NaN,AL - MANSOOR VIDEO,2552 W DEVON AVE 1ST,60659
63150,19,775,FIREWATER SALOON MOUNT GREENWOOD,3908 W 111TH ST 1,60655
63151,2,775,NORTH & ELSTON AMOCO,1600 N ELSTON AVE 1ST,60622
63160,42,725,STANDARD PARKING CORPORATION,440 W LAKE ST  OUT,60606
63165,26,779 | 713,Mercado Tire & Wheels Inc,4164 W GRAND AVE  2,60651
63198,39,763,PAT'S PLACE,4342 N ELSTON AVE 1ST,60641
63199,6,864,MARKET FISH COOKED & FRESH,7127 S STATE ST 1ST,60619
63202,32,775,SCHUBAS TAVERN/HARMONY GRILL,3159 N SOUTHPORT AVE  1,60657
63206,33,775,CARNICERIAS GUANAJUATO # 3,3140 N CALIFORNIA AVE,60618
63209,23,775,CHIPS FOOD & LIQUOR MART,3700  -3704 W 55TH ST 1ST,60632
63211,2,NaN,"F & K REMODELING SERVICE, INC.",1634 W PIERCE AVE BASEMENT B,60622
63218,42,775,BAR TOMA,110 E PEARSON ST 1ST #,60611
63224,42,708,"Columbia Capital Management, LLC",150 N MICHIGAN AVE 8TH 800,60601
6323,42,725,REHABILITATION HOSPITAL,345 E SUPERIOR ST  1,60611
63234,27,901 | 902,ADDIT HTG,1456 N DAYTON ST,60622
63235,41,NaN,HUDSON NEWS - TERMINAL 1,11601 W TOUHY AVE,60666
63240,23,775,7-ELEVEN,5893 S ARCHER AVE 1ST,60638
63242,5,775,UNIVERSITY MARKET,1323 E 57TH ST,60637
63266,2,725,CHESTNUT PLACE APARTMENTS,850 N STATE ST 1ST,60610
63277,37,NaN,R C IND INC,1420 N LAMON AVE 1ST,60651
63293,1,775,MINNIES FOOD MART,1900 N CALIFORNIA AVE  1,60647
63300,42,775,SODEXO,230 S LA SALLE ST 3RD,60604
63306,50,NaN,AMERICAN CLIMATE CORP,7113 N WESTERN AVE 1ST,60645
63318,40,NaN,MODERN DIE CASTING,5419 N KEDZIE AVE 1ST,60625
63319,20,NaN,ROTHSCHILD LIQUORS,425 E 63RD ST 1ST,60637
63328,28,774,ROTHSCHILD LIQUORS,118 S CICERO AVE 1ST,60644
63333,2,775,GODIVA CHOCOLATIER,845 N MICHIGAN AVE 4TH 5045,60611
63334,29,NaN,"PARS ICECREAM CO, INC",4825 W ARTHINGTON ST,60644
63338,1,774,ROTHSCHILD LIQUORS,1532 W CHICAGO AVE 1ST,60642
63343,24,774,ROTHSCHILD LIQUORS,3530 W ROOSEVELT RD 1ST,60624
63352,39,775,Aramark @ North Park University,5125 N SPAULDING AVE,60625
63353,41,NaN,NORWOOD CROSSING,6016 N NINA AVE 1ST,60631
63356,18,775,OLD COUNTRY BUFFET,7601 S CICERO AVE 1ST,60652
63372,48,NaN,MONTIEL INTERNATIONAL,5900 N MAGNOLIA AVE # 3,60660
63376,2,725,INTERPARK LLC /MUSEUM OF CONTEMPORARY ART,220 E CHICAGO AVE  INDOO,60611
63377,2,829,THE TAVERN,1958 W NORTH AVE 1ST,60622
63379,44,NaN,JENNIFER CHICAGO LP,730 W DIVERSEY PKWY  1ST,60614
63384,44,775,MARK'S CHOP SUEY ON HALSTED,3343 N HALSTED ST  1,60657
63389,12,763,LA Palma,4173 S ARCHER AVE 1ST,60632
63394,42,775,ORIENTAL EXPRESS,233 E WACKER DR,60601
63395,3,638,ILLINOIS INSTITUTE OF TECHNOLOGY,3201 S STATE ST,60616
63396,32,NaN,FAMOUS FOOTWEAR #256,1730 W FULLERTON AVE  1,60614
63407,22,638,OSTIONERIA RESTAURANT EL TECOLOTE,3519 W 26TH ST 1,60623
63414,42,775,STARBUCKS COFFEE #216,401 E ONTARIO ST  1ST,60611
63417,42,763,OTTO MEZZO,311 W CHICAGO AVE  1ST,60610
63419,31,NaN,SALUD SPORTS BAR,5219 W DIVERSEY AVE 1ST,60639
63423,44,775,SLUGGERS GRILL,3540 N CLARK ST 1ST,60657
63426,4,775,L G STEWART CO,1363 E 53RD ST  1,60615
63441,40,829,K'S DUGOUT,1930 W FOSTER AVE 1ST,60640
63447,41,775,HOUSE OF CAKES,6189 N CANFIELD AVE 1ST,60631
63456,2,NaN,THE GREAT FRAME UP,21 W ELM ST 1ST,60610
63468,15,775,LOS  ALTOS,1848 W 47TH ST  1ST,60609
63470,20,NaN,UNICHEMA NORTH AMERICA,4650 S RACINE AVE 1ST,60609
63476,9,763,"EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.",10806 S MICHIGAN AVE  1,60628
63485,42,775,CINEPLEX ODEON MC CLURG COURT,330 E OHIO ST  1ST,60611
63510,50,666,"D'AGOSTINO AUTO SERVICE 4, INC.",7130 N WESTERN AVE  1,60645
63522,4,775,MC CORMICK FOOD SERVICE PRTN,2300 S LAKE SHORE DR 1 72,60616
63523,11,725,CHISOX CORPORATION,3440 S WENTWORTH AVE  1ST,60616
63532,23,775,CAFE RENEE INC,6411 W 63RD ST 1ST,60638
63544,42,775,ODYSSEY CRUISES,600 E GRAND AVE SOUTH,60611
63548,42,638,BOSS BAR,420 N CLARK ST  1 ST,60610
63557,42,763,MILLER'S PUB & RESTAURANT,134 S WABASH AVE 1ST,60603
63582,25,NaN,DONALD'S HOT DOG,2325 S WESTERN AVE  1,60608
63584,47,793,ENTERPRISE RENT-A-CAR,3844 N WESTERN AVE  1ST,60618
63603,32,775,RINCONCITO CUBANO REST,3238 W FULLERTON AVE 1ST,60647
63608,11,775,FREDDIES,701 W 31ST ST 1,60616
63619,10,829,OLD TIME TAP INC.,13501 S BRANDON AVE 1ST,60633
63623,43,724,"SCHINDLER COMMUNICATIONS, INC.",1716 N ST MICHAELS CT 3RD,60614
63634,38,NaN,CHO'S AMOCO V,3611 N HARLEM AVE  1ST,60634
63641,33,NaN,THE HANA CENTER,4300 N CALIFORNIA AVE,60618
63666,4,NaN,CREMATION SOCIETY OF ILLINOIS,1374 E 53RD ST  1,60615
63671,34,NaN,JIFFY LUBE,10750 S HALSTED ST 1ST,60628
63681,38,763,KWIK MART,5500 W MONTROSE AVE 1ST,60641
63686,8,NaN,"SEARS, ROEBUCK AND CO. #6092",1334 E 79TH ST,60619
63693,39,775,SUNNYDAY TAP,4953 N ELSTON AVE 1ST #,60630
63694,42,775,RIVERS,30 S WACKER DR 1ST,60606
63729,36,NaN,RED ROSE FLORIST,6756 W BELMONT AVE 1,60634
63752,6,NaN,O E I ENTERPRISES,552 E 73RD ST 1ST,60619
63754,15,763,SORIANA,4801 S WOLCOTT AVE  1,60609
63784,32,829,LOTTIE'S PUB,1925 W CORTLAND ST 1ST,60622
63785,42,NaN,GATEWAY NEWSSTAND,33 W MONROE ST 1ST,60603
63798,45,809,IRVING PARK RD SRO,4849 W IRVING PARK RD 1ST,60641
63801,42,743,The Goodman Theatre,170 N DEARBORN ST,60601
63821,38,638,BURGUNDY RESTAURANT INC,5959 W IRVING PARK RD  1,60634
63835,37,NaN,POPS,5430 W CHICAGO AVE,60651
63840,42,775,LES NOMADES LIMITED PRTNERSHP,222 E ONTARIO ST 1ST & 2ND,60611
63848,45,725,MEGA PROPERTIES INC,4849 N MILWAUKEE AVE 1ST,60630
63876,41,775,AMERICAN AID SOCIETY,6540 N MILWAUKEE AVE,60631
63878,5,726,UNIVERSITY OF CHICAGO - TIFFIN CAFE,1414 E 59TH ST 1ST,60637
63912,2,638,ABSINTHE CAFE,1954 W NORTH AVE 1ST,60622
63927,42,775,ALONTI DELI,300 S RIVERSIDE PLZ 1ST,60606
63936,42,NaN,SAM SHOE SERVICE,132 S FRANKLIN ST  3,60606
63960,1,763,ALBANY FOODS,1901 N ALBANY AVE 1ST,60647
63966,41,NaN,BALLY TOTAL FITNESS CORPORATION,8700 W BRYN MAWR AVE 2ND,60631
63982,37,NaN,LUCY'S FASHIONS,4545 W DIVISION ST 1ST,60651
63994,38,775,GIORDANO'S PIZZA,5927 W IRVING PARK RD 1ST,60634
64002,32,NaN,GAS FOR LESS,2801 N DAMEN AVE 1ST,60618
64031,45,NaN,"MEAD FLUID DYNAMICS, INC.",4114 N KNOX AVE 1ST,60641
64037,28,NaN,ROBERT SHEET METALS WORK INC,4347 W KINZIE ST,60624
64038,31,829,PAPRIKASH,5210 W DIVERSEY AVE 1ST,60639
6404,49,763,SONNY'S STORE,7001 N SHERIDAN RD,60626
64043,2,763,BLUE AGAVE,1050 N STATE ST 1ST #,60610
64048,42,743,JEFFERSON TAP AND GRILLE AND THE LOFT,323-325 N JEFFERSON ST 1,60661
64054,15,NaN,GOMEZ TIRES & WHEELS,1934 W 51ST ST # 1ST,60609
64055,24,NaN,COLOR COMMUNICATIONS INC,4242 W FILLMORE ST 1ST,60624
64059,42,775,SBARRO ITALIAN EATERY,500 W MADISON ST,60661
64060,47,671,WGN TV,2501 W BRADLEY PL,60618
64061,10,775,GINA'S CHICKEN,3415 E 106TH ST 1ST,60617
64075,44,NaN,LILY CLEANERS,420 W BELMONT AVE 1ST,60657
