vid,make,model,year,fuel_type,owner
1548,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
1469,TOYOTA,CAMRY,2013,HYBRID,LIAMODANTE CORP
2151,TOYOTA,CAMRY,2012,HYBRID,GETWAY CAB CORP
2757,TOYOTA,CAMRY,2013,HYBRID,SETARE INC.
2179,FORD,C-MAX,2013,HYBRID,SHAAN BORICHA INC
6002,TOYOTA,CAMRY,2017,HYBRID,BRANDON INC.
4181,TOYOTA,PRIUS,2010,HYBRID,FARHAN TRANSPORTATION INC.
4189,TOYOTA,PRIUS,2012,HYBRID,GEJA CAB CO
1088,NISSAN,ROGUE,2016,GASOLINE,MIRANDA CAB CORPORATION
153,TOYOTA,PRIUS,2013,HYBRID,GRASU CAB CORP.
5026,TOYOTA,CAMRY,2014,HYBRID,"SURF & XMILIN, INC"
5440,TOYOTA,CAMRY,2011,HYBRID,CENSAT TRANS INC
1490,TOYOTA,CAMRY,2013,HYBRID,SHAHZAIB & ALI INC
5658,TOYOTA,COROLLA,2017,GASOLINE,OLYMPIC EXPRESS CORP.
1881,TOYOTA,PRIUS,2013,HYBRID,CHITOWN CAB INC. # III
2294,FORD,ESCAPE,2014,GASOLINE,RONALDO F. CIFUENTES
1817,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
564,TOYOTA,CAMRY,2011,HYBRID,CHA CHA JI CAB CO
3867,FORD,FUSION,2014,HYBRID,T-BAR TAXI LLC
3751,TOYOTA,SIENNA,2017,GASOLINE,"BSB TRANS, INC."
6132,TOYOTA,CAMRY,2014,HYBRID,MY SUNSHINE TAXI INC
3337,TOYOTA,CAMRY,2016,HYBRID,SAFI TAXI INC.
2440,TOYOTA,CAMRY,2014,HYBRID,WILLA CAB CO.
6153,TOYOTA,PRIUS,2015,HYBRID,MAI-BELLA INC
2398,FORD,ESCAPE,2011,HYBRID,SHAN TRANSPORATION INC
3334,TOYOTA,PRIUS,2014,HYBRID,SANTORINI SIX CAB CORP.
100,TOYOTA,CAMRY,2015,HYBRID,MCCAB XX CORP.
1694,FORD,ESCAPE,2012,HYBRID,SNOWFALL II HACKING CORP
2993,TOYOTA,CAMRY,2013,HYBRID,JOZI CAB CO
3904,TOYOTA,CAMRY,2012,HYBRID,CHICAGO-LOOP TAXI INC
4856,TOYOTA,CAMRY,2012,HYBRID,ABDELKADER BOUABDALLAOUI
954,TOYOTA,PRIUS,2014,HYBRID,CALL INC
1157,FORD,C-MAX,2013,HYBRID,BLACK TAXI INC
2135,FORD,C-MAX,2013,HYBRID,SAIL TAXI INC
3287,DODGE,GRAND CARAVAN,2012,FLEX FUEL,TAKPA CORP.
3620,KIA,NIRO,2017,HYBRID,DAVID K CAB CO
4678,TOYOTA,CAMRY,2014,HYBRID,TRIPS AND TIPS INC
5721,TOYOTA,CAMRY,2016,HYBRID,LOMBARD CAB CO INC
5494,TOYOTA,CAMRY,2013,HYBRID,NBA TAXI INC.
5214,TOYOTA,CAMRY,2014,HYBRID,TAIWO FOLARIN
3649,FORD,C-MAX,2015,HYBRID,PARTHENAN LLC
4295,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
3665,FORD,ESCAPE,2012,HYBRID,TOULYATI CAB INC
2459,HYUNDAI,ELANTRA,2018,GASOLINE,NEMESIS CAB CORP.
4576,TOYOTA,CAMRY,2017,HYBRID,P.J.K.C. INC.
4692,TOYOTA,PRIUS,2014,HYBRID,MR. TAXI INC.
3566,TOYOTA,CAMRY,2014,HYBRID,STAR CAB CO.
4430,TOYOTA,CAMRY,2012,HYBRID,MOHAMMED L. GADDI
4640,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
1389,TOYOTA,CAMRY,2015,HYBRID,HAMIT ZANI CORP
2028,KIA,SOUL,2018,GASOLINE,CHICAGO CAB CORP.
5409,TOYOTA,CAMRY,2017,HYBRID,EAST WEST ENTERPRISES INC
1270,TOYOTA,CAMRY,2013,HYBRID,HALABJAH INC.
1072,TOYOTA,CAMRY,2016,HYBRID,ZAINA CAB CORPORATION
3486,TOYOTA,CAMRY,2013,HYBRID,MANZO & SONS INC.
6024,HYUNDAI,ELANTRA,2018,GASOLINE,POSEIDON CAB CORP
4532,TOYOTA,SIENNA,2019,GASOLINE,IONION TAXI SERVICE INC
2074,FORD,C-MAX,2013,HYBRID,PECONIC TAXI LLC
4283,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION TWO LLC.
2127,TOYOTA,CAMRY,2015,HYBRID,2 FATIMA INC
5250,FORD,C-MAX,2013,HYBRID,M & S CAB CO
6102,TOYOTA,CAMRY,2012,HYBRID,RUBA EXPRESS INC.
2949,FORD,ESCAPE,2012,HYBRID,JULY CAB CORP.
2381,TOYOTA,CAMRY,2013,HYBRID,THUKKA PADAN DAWA INC
2324,TOYOTA,CAMRY,2014,HYBRID,SODHI CAB INC
4683,TOYOTA,CAMRY,2012,HYBRID,4683 TAXI INC
3766,TOYOTA,SIENNA,2019,GASOLINE,LISTERVEN INC
1822,TOYOTA,CAMRY,2015,HYBRID,JUBILEE CAB CORP
3348,TOYOTA,CAMRY,2016,HYBRID,HAFIZ BILAL EXPRESS INC.
5224,TOYOTA,CAMRY,2018,HYBRID,CHICAGO TREASURERY INC
3314,FORD,ESCAPE,2011,HYBRID,PEACE INC.
4889,TOYOTA,CAMRY,2012,HYBRID,NOUREDINE CORP.
1161,TOYOTA,CAMRY,2017,HYBRID,AFAN INC.
5259,TOYOTA,PRIUS,2014,HYBRID,NATHAN & EYOAS CORP.
4361,TOYOTA,RAV4,2017,HYBRID,MITTY TWO INC.
3723,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION ONE LLC.
6366,TOYOTA,PRIUS,2014,HYBRID,"CHICAGO POLO XIV, INC."
1955,TOYOTA,PRIUS,2013,HYBRID,PARAMJIT ENTERPRISES INC
4320,VPG,MV-1,2014,GASOLINE,"TAXI MEDALLION GROUP,LLC SERIES VII"
5295,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO ONE, INC."
4004,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
2973,TOYOTA,CAMRY,2019,HYBRID,MC TAXI CORP
1745,TOYOTA,SIENNA,2020,GASOLINE,SENEGAL TRANSIT INC.
4487,TOYOTA,CAMRY,2016,HYBRID,MAIDANWAL TAXI INC.
6538,TOYOTA,RAV4,2017,HYBRID,ALL BOUNDS TAXI CORP
6520,TOYOTA,SIENNA,2020,GASOLINE,S K OHAMS LLC
3668,TOYOTA,SIENNA,2018,GASOLINE,SHARFI CORP.
5006,TOYOTA,HIGHLANDER,2014,GASOLINE,CONVENIENT CAB CO
4067,TOYOTA,PRIUS,2014,HYBRID,LAIGHT TAXI CORP.
3099,TOYOTA,CAMRY,2016,HYBRID,BIG CITY TAXI CORP.
6067,TOYOTA,PRIUS,2013,HYBRID,MANAL INC
127,TOYOTA,CAMRY,2016,GASOLINE,NOOR & NADA INC
4658,FORD,ESCAPE,2012,HYBRID,HUMIDITY II HACKING CORP.
3024,TOYOTA,SIENNA,2019,GASOLINE,"JBL EXPRESS II, INC."
6291,FORD,ESCAPE,2012,HYBRID,SCORPION CAB CO.
2882,TOYOTA,RAV4,2015,GASOLINE,S O S CAB COMPANY
3954,TOYOTA,PRIUS,2014,HYBRID,"TAXI MEDALLION GROUP, LLC-SERIES XV"
2516,TOYOTA,COROLLA,2015,GASOLINE,LUCKY 7 CAB COMPANY
1884,TOYOTA,CAMRY,2016,HYBRID,FOLARIN GBOYEGA
3601,TOYOTA,PRIUS,2014,HYBRID,SANTORINI SIX CAB CORP.
6642,TOYOTA,PRIUS,2011,HYBRID,RAHEJA CORP.
701,TOYOTA,RAV4,2018,HYBRID,FULANI INC
4342,TOYOTA,CAMRY,2017,GASOLINE,NUMI INC.
1257,DODGE,CARAVAN,2017,FLEX FUEL,RIVERSIDE CAB CORP
3460,TOYOTA,COROLLA,2015,HYBRID,"ODUWOLE, INC"
3466,TOYOTA,CAMRY,2012,HYBRID,KARACHI COLOR CORP
4267,TOYOTA,CAMRY,2011,HYBRID,ANDAS CORPORATION
776,TOYOTA,CAMRY,2015,HYBRID,SEVEN DAY CAB CO
1369,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
237,DODGE,CARAVAN,2016,GASOLINE,IL 9 CORP
431,TOYOTA,CAMRY,2012,HYBRID,MCCAB VII CORP.
3627,TOYOTA,PRIUS,2014,HYBRID,LAKESHORE CCO INC.
4488,TOYOTA,CAMRY,2013,HYBRID,FOUR SQUARE TAXI INC
2603,TOYOTA,CAMRY,2014,HYBRID,CHICAGO SKYLINE CAB CO.
6025,TOYOTA,COROLLA,2015,GASOLINE,SPENCER CAB CO
224,TOYOTA,CAMRY,2016,HYBRID,BEDFORD CAB TWO CORP
1663,TOYOTA,PRIUS,2013,HYBRID,STEFANIE AND ANDREW CAB CORP.
4134,TOYOTA,CAMRY,2014,HYBRID,HOLLY BULL CAB CORP
2170,TOYOTA,CAMRY,2014,HYBRID,FLAG CAB CORP.
5102,CHEVROLET,EQUINOX,2012,FLEX FUEL,LUIS FABARA
2342,TOYOTA,CAMRY,2015,HYBRID,OAM INC
1843,TOYOTA,RAV4,2018,GASOLINE,MYHATTONE SYSTEM INC
5480,TOYOTA,CAMRY,2014,HYBRID,AAIMA CORP
1302,TOYOTA,CAMRY,2011,HYBRID,CHICAGO MEDALLION SEVEN LLC.
2450,TOYOTA,CAMRY,2014,HYBRID,RANGI CAB CO
3483,TOYOTA,CAMRY,2016,HYBRID,AYACH INC
6755,VPG,MV-1,2014,GASOLINE,"JOY CAB CO., INC."
3966,TOYOTA,CAMRY,2013,HYBRID,QUEENS HACKING CORP.
5413,TOYOTA,CAMRY,2015,HYBRID,MELIJAH INC.
157,FORD,ESCAPE,2012,HYBRID,D & G CAB CORP
3456,TOYOTA,CAMRY,2014,HYBRID,KAILASH TRANS INC
1928,TOYOTA,PRIUS,2013,HYBRID,NEW AMSTERDAM LEASING CORP.
4382,TOYOTA,CAMRY,2011,HYBRID,BALACH & SHATAJ CAB CO
6299,TOYOTA,PRIUS,2014,HYBRID,RICHMOND CAB CO INC
1203,TOYOTA,CAMRY,2013,HYBRID,OZITO CORP
6215,FORD,ESCAPE,2011,HYBRID,CHICAGO TAXI INC
1081,TOYOTA,CAMRY,2012,HYBRID,DRISS COMPANY
2631,TOYOTA,CAMRY,2012,HYBRID,RAMIZ INC
4843,TOYOTA,CAMRY,2014,HYBRID,WESTERN CAB CO
2218,NISSAN,SENTRA,2019,GASOLINE,ANY CAB CORP.
6649,NISSAN,ALTIMA,2011,HYBRID,JNR III INC.
5725,TOYOTA,CAMRY,2013,HYBRID,CHICAGO METRO EXPRESS INC
2084,TOYOTA,CAMRY,2016,HYBRID,VEGAS CORP
4334,TOYOTA,PRIUS,2013,HYBRID,SEWIT EXPRESS INC
2791,TOYOTA,CAMRY,2014,HYBRID,CHAUDHRY TAXICAB INC
427,TOYOTA,SIENNA,2020,GASOLINE,"ASSYRIAN WHEELS, INC."
309,FORD,FUSION,2014,HYBRID,CAPRICORN CAB INC
5715,FORD,ESCAPE,2012,HYBRID,MILA AND MIKE INC
962,TOYOTA,PRIUS,2014,HYBRID,MAMA FOUR CAB CORP.
4996,TOYOTA,CAMRY,2017,HYBRID,AJKLSG & B.D. CORP. INC.
2928,DODGE,CARAVAN,2012,FLEX FUEL,LEMAJ INC
4022,NISSAN,ALTIMA,2011,HYBRID,GOLD COAST TRANSPORTATION INC
437,TOYOTA,CAMRY,2014,HYBRID,MCCAB VIII CORP.
3823,TOYOTA,CAMRY,2013,HYBRID,K.M.M. INC.
5674,TOYOTA,COROLLA,2016,GASOLINE,QT&Q INC
3316,TOYOTA,CAMRY,2016,HYBRID,ADEBIDAYEKUN INC
1763,FORD,ESCAPE,2012,HYBRID,AUGUST CAB CORP.
3617,TOYOTA,CAMRY,2015,HYBRID,CHICAGO 5 STAR TAXI CAB INC
6823,TOYOTA,CAMRY,2016,HYBRID,FILE ZANI CORP.
6961,DODGE,GRAND CARAVAN,2016,FLEX FUEL,FAST CAB AND LIMO SERVICES INC
777,TOYOTA,PRIUS,2016,HYBRID,"SHAUN LOVES CHICAGO, INC."
2366,TOYOTA,SIENNA,2017,GASOLINE,NOWARMA INC.
2743,TOYOTA,PRIUS,2014,HYBRID,STEVE JAKUPI
2780,DODGE,GRAND CARAVAN,2014,FLEX FUEL,G.G. TRANSIT CORP.
4641,TOYOTA,SIENNA,2019,GASOLINE,M & M TAXI INC
1078,TOYOTA,CAMRY,2014,HYBRID,MAM CAB CO
2790,TOYOTA,CAMRY,2014,HYBRID,RANGI CAB CO
1025,TOYOTA,CAMRY,2012,HYBRID,PRIME TAXI CORP.
151,TOYOTA,CAMRY,2014,HYBRID,SAH CAB CORP.
3014,TOYOTA,CAMRY,2016,HYBRID,MONITOR TAXI CORP
368,FORD,FUSION,2013,HYBRID,TAURUS CAB INC
1629,TOYOTA,CAMRY,2014,HYBRID,SARON TAXI CORP
5337,TOYOTA,RAV4,2014,GASOLINE,SHABBIR ALIMOHAMMAD
1307,DODGE,CARAVAN,2016,GASOLINE,"PED 1, LLC"
4152,NISSAN,ALTIMA,2011,HYBRID,LEIPZIG TAXI LLC
1466,TOYOTA,COROLLA,2018,GASOLINE,MILOS CAB CORP
1253,TOYOTA,CAMRY,2012,HYBRID,SHAKIRA B. ZAIDI
3548,TOYOTA,CAMRY,2016,HYBRID,3548 TAXI CORP
1689,TOYOTA,CAMRY,2014,HYBRID,MICHAEL GIORGIS
242,TOYOTA,RAV4,2015,GASOLINE,NABLUS CAB CO
5365,TOYOTA,CAMRY,2014,HYBRID,BLESSING INC
2260,TOYOTA,SIENNA,2019,GASOLINE,LINCOLN PARK EXPRESS INC
2112,TOYOTA,CAMRY,2012,HYBRID,SAIM SARWAR CORP.
1316,TOYOTA,RAV4,2017,GASOLINE,BHEROSAW CAB CORP
4213,TOYOTA,CAMRY,2013,HYBRID,TOLIMA TAXI SERVICE INC
4520,VPG,MV-1,2014,GASOLINE,IL 5 CORP.
1040,TOYOTA,PRIUS,2014,HYBRID,BRANDON INC.
3225,TOYOTA,CAMRY,2013,HYBRID,STEFANIE AND AUDREY CAB CORP.
2486,TOYOTA,CAMRY,2012,HYBRID,KAHSAY CAB CORP.
2311,DODGE,CARAVAN,2010,FLEX FUEL,SHOKABAGO CAB CO
2561,TOYOTA,CAMRY,2011,HYBRID,A & L CAB CO
903,TOYOTA,CAMRY,2012,HYBRID,MEDALLION FUNDING CHICAGO CORP II
6727,HYUNDAI,ELANTRA,2018,GASOLINE,SAMOS CAB CORP
4726,FORD,ESCAPE,2012,HYBRID,SCORPION CAB CO.
5895,TOYOTA,CAMRY,2012,HYBRID,AIM TRANSPORTATION INC
3465,TOYOTA,CAMRY,2014,HYBRID,AMIR EXPRESS INC
1163,TOYOTA,CAMRY,2015,HYBRID,REMZIJE CEKA
5806,DODGE,CARAVAN,2012,FLEX FUEL,RASHEED O SANYAOLU
6719,FORD,ESCAPE,2012,HYBRID,BUNDY CAB CO. INC.
5819,TOYOTA,CAMRY,2017,HYBRID,"MDT TRANS, INC."
1872,FORD,ESCAPE,2012,HYBRID,AQUA ZONE CAB CO.
1710,NISSAN,ALTIMA,2011,HYBRID,OCEANIS TAXI LTD
2374,TOYOTA,CAMRY,2014,HYBRID,MY CHASE TAXI INC.
4156,TOYOTA,CAMRY,2012,HYBRID,CHICAB THREE INC.
6753,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 37
4231,TOYOTA,CAMRY,2014,HYBRID,ALQUSH CORP.
3082,TOYOTA,PRIUS,2016,HYBRID,CHARM CAB CORP.
6565,TOYOTA,RAV4,2017,HYBRID,O'KSONS HOLDINGS COMPANY
6089,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO ONE, INC."
1450,TOYOTA,PRIUS,2015,HYBRID,"TAXI MEDALLION GROUP, LLC - SERIES I"
2237,TOYOTA,CAMRY,2013,HYBRID,PHASCO ONE INC
1942,TOYOTA,SIENNA,2018,GASOLINE,"FLAZ LIMO AND TAXI, INC"
6327,TOYOTA,PRIUS,2013,HYBRID,CHICAGO AUCTION CAB CO.
4995,FORD,ESCAPE,2012,HYBRID,SLSJETS II CAB CORP.
1544,TOYOTA,SIENNA,2020,GASOLINE,"FLAZ LIMO AND TAXI, INC"
805,NISSAN,NV200,2015,HYBRID,"CHICAGO POLO V, INC."
1954,TOYOTA,RAV4,2016,GASOLINE,ZONIC INC
6460,TOYOTA,PRIUS,2011,HYBRID,FARHAN TRANSPORTATION INC.
2736,TOYOTA,PRIUS,2013,HYBRID,"TAXI MEDALLION GROUP,LLC SERIES VII"
311,FORD,ESCAPE,2012,HYBRID,D & G CAB CORP
1085,TOYOTA,RAV4,2016,GASOLINE,N AND W CAB CO
6636,FORD,ESCAPE,2012,HYBRID,LEEFON CORP.
3660,TOYOTA,CAMRY,2013,HYBRID,SURINA CAB CO
2287,TOYOTA,PRIUS,2016,HYBRID,K E J TAN CAB CO
5179,TOYOTA,CAMRY,2013,HYBRID,AZZI EXPRESS INC.
351,DODGE,CARAVAN,2016,FLEX FUEL,MCCAB XXIII CORP.
3875,TOYOTA,PRIUS,2018,HYBRID,"ELEVEN STAR, INC"
1251,TOYOTA,CAMRY,2014,HYBRID,JO JO CAB CO
1459,FORD,ESCAPE,2012,HYBRID,JAKE TRANSIT CO.
570,DODGE,CARAVAN,2017,FLEX FUEL,ZAKARNEH CAB CORP
2124,TOYOTA,COROLLA,2017,HYBRID,"ALEXIS CAB CO., INC."
2429,TOYOTA,PRIUS,2015,HYBRID,CELLULAR CAB CO
6078,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
4491,TOYOTA,RAV4,2017,HYBRID,BARKA CAB CORP
5578,TOYOTA,PRIUS,2015,HYBRID,KESHTI CAB CO
3375,TOYOTA,CAMRY,2015,HYBRID,A V CAB CORP
2341,TOYOTA,RAV4,2016,HYBRID,INSUMA INC.
1669,TOYOTA,PRIUS,2016,HYBRID,SLSJETS IV CAB CORP.
2811,FORD,ESCAPE,2012,HYBRID,JULY CAB CORP.
3424,TOYOTA,CAMRY,2014,HYBRID,FURTUNA CAB CO
5369,TOYOTA,CAMRY,2013,HYBRID,EXCEL CAB SERVICES INC
2168,TOYOTA,CAMRY,2013,HYBRID,K BAKALOV CAB CO.
611,TOYOTA,CAMRY,2014,HYBRID,HIMALAYA CORP
4247,TOYOTA,SIENNA,2018,GASOLINE,MADITTO INC.
3761,DODGE,GRAND CARAVAN,2017,FLEX FUEL,TROJAN CAB CORP
4127,TOYOTA,CAMRY,2015,HYBRID,EEL TAXI CORP.
438,TOYOTA,CAMRY,2014,HYBRID,MCCAB VIII CORP.
1210,TOYOTA,XB,2015,GASOLINE,AL RABEA CORP
481,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
4284,DODGE,CARAVAN,2017,FLEX FUEL,RIVERSIDE CAB CORP
5236,TOYOTA,CAMRY,2014,HYBRID,MAS TAXI INC
3734,TOYOTA,CAMRY,2016,HYBRID,LAKAB INC.
1977,TOYOTA,PRIUS,2017,HYBRID,A. S. INC. II
1667,TOYOTA,PRIUS,2014,HYBRID,CCC CAB CORP
360,TOYOTA,CAMRY,2014,HYBRID,IL 11 CORP
6526,TOYOTA,CAMRY,2016,HYBRID,BHATTI TAXI INC
3998,TOYOTA,SIENNA,2020,GASOLINE,"BOURGAS, CORP."
5571,TOYOTA,SIENNA,2017,GASOLINE,ALLEN BALDWIN
3304,NISSAN,SENTRA,2019,GASOLINE,ANY CAB CORP.
5119,TOYOTA,CAMRY,2012,HYBRID,MOHAMMAD A. AHMED
2335,TOYOTA,CAMRY,2013,HYBRID,BANGA CAB CO.
6444,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVI, INC"
1223,TOYOTA,PRIUS,2015,HYBRID,NEXT GEN TAXI II INC
515,FORD,ESCAPE,2012,HYBRID,TASEP LLC
1261,TOYOTA,PRIUS,2015,HYBRID,ERENA TRANS INC
4294,NISSAN,ALTIMA,2011,HYBRID,MODENA TAXI LLC
1357,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1143,FORD,C-MAX,2013,HYBRID,GRAPEVINE TAXI LLC
6956,TOYOTA,SIENNA,2019,GASOLINE,OYE CORP.
1816,TOYOTA,SIENNA,2016,GASOLINE,DEPOTE TRANSPORTATION INC
6093,TOYOTA,CAMRY,2014,HYBRID,"BOLBLIK, INC."
1962,TOYOTA,CAMRY,2014,HYBRID,KARY CAB COMPANY
4176,TOYOTA,PRIUS,2013,HYBRID,IL 4 CORP.
3851,TOYOTA,CAMRY,2016,HYBRID,SANG IN
2280,TOYOTA,CAMRY,2012,HYBRID,BUDGET CAB CORP
4440,DODGE,CARAVAN,2016,GASOLINE,SILKY CAB CORP.
538,TOYOTA,CAMRY,2012,HYBRID,MCCAB VIII CORP.
4003,TOYOTA,COROLLA,2018,HYBRID,GURU 1313 INC
2671,TOYOTA,PRIUS,2013,HYBRID,SOPHIE TAXI LLC
2393,DODGE,CARAVAN,2016,GASOLINE,JUHI INC
6344,TOYOTA,SIENNA,2018,GASOLINE,MYNEWLOVE INC.
4076,TOYOTA,CAMRY,2017,HYBRID,RED SEA EXPRESS INC
3677,TOYOTA,PRIUS,2013,HYBRID,BO & PV CORP
2731,TOYOTA,CAMRY,2013,HYBRID,JIMMY 53 TRANS INC
2419,TOYOTA,CAMRY,2013,HYBRID,RAMALLA CAB CO
4774,TOYOTA,SIENNA,2018,GASOLINE,MYKONOS CAB CORP.
2896,TOYOTA,CAMRY,2013,HYBRID,SRHH INC
1144,FORD,FUSION,2012,HYBRID,ALAN M PORETT
6797,FORD,ESCAPE,2011,HYBRID,PAULA H CORP.
595,TOYOTA,PRIUS,2014,HYBRID,SHIIL TRANSPORTATION CORP.
5074,TOYOTA,PRIUS,2012,HYBRID,AHZMI INC
6931,TOYOTA,CAMRY,2016,HYBRID,T.D. CAB COMPANY
4697,KIA,OPTIMA,2015,HYBRID,CHICAGO STAR TAXICAB INC.
2693,TOYOTA,PRIUS,2013,HYBRID,JEROME CAB CO
838,TOYOTA,CAMRY,2016,HYBRID,BAZ CORP
5431,TOYOTA,PRIUS,2015,HYBRID,SHOWTIME CAB CORP
3064,TOYOTA,CAMRY,2010,HYBRID,RADIANT CAB CO INC
261,HYUNDAI,ELANTRA,2018,GASOLINE,NEMESIS CAB CORP.
1890,TOYOTA,SIENNA,2017,GASOLINE,ADAM VALI CAB INC
6459,TOYOTA,CAMRY,2014,HYBRID,ALI PRINCE INC.
2005,TOYOTA,RAV4,2017,HYBRID,ESQUEDA SERVICES INC
1205,TOYOTA,CAMRY,2014,HYBRID,"WADOOD, INC"
5632,TOYOTA,CAMRY,2012,HYBRID,ARELLANO CAB CORP
5557,DODGE,GRAND CARAVAN,2013,FLEX FUEL,LAGOS & NIGER EXPRESS CORP
2148,TOYOTA,CAMRY,2011,HYBRID,"DERLY'S CAB CO., INC."
5639,TOYOTA,PRIUS,2015,HYBRID,ANK CAB INC
6952,DODGE,GRAND CARAVAN,2012,FLEX FUEL,AKYOU CORPORATION
2608,TOYOTA,PRIUS,2015,HYBRID,"TAXI MEDALLION GROUP,LLC-SERIES V"
1897,HYUNDAI,ELANTRA,2018,GASOLINE,ZEUS CAB CORP.
2012,TOYOTA,COROLLA,2017,GASOLINE,ITHAKA CAB CORP
2377,TOYOTA,CAMRY,2017,GASOLINE,"LDU 10, CORP."
3990,TOYOTA,PRIUS,2015,HYBRID,AXUM CORP
5552,TOYOTA,CAMRY,2012,HYBRID,ZEEMAAN CORP.
2152,TOYOTA,CAMRY,2014,HYBRID,G S BHATTI TAXI INC
1361,FORD,ESCAPE,2012,HYBRID,BARBIE IN CHICAGO CAB CORP
4116,HONDA,ODYSSEY,2016,GASOLINE,CHICAGO MEDALLION TWO LLC.
6635,TOYOTA,CAMRY,2013,HYBRID,PJ CAB CO
3730,TOYOTA,CAMRY,2016,HYBRID,CELEBRITY CHICAGO CORP.
3776,TOYOTA,CAMRY,2015,HYBRID,ALEEM TRANS INC
4602,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION FOUR LLC.
2186,TOYOTA,PRIUS,2011,HYBRID,VEE-DOR CAB CO.
2358,TOYOTA,CAMRY,2010,HYBRID,SHEZAN INC
2894,NISSAN,QUEST,2017,GASOLINE,IMC CAB CORP
1823,TOYOTA,CAMRY,2016,HYBRID,TAXI MEDALLION GROUP LLC SERIES XIV
1860,TOYOTA,PRIUS,2013,HYBRID,JANDI INC.
6967,DODGE,CARAVAN,2017,FLEX FUEL,AANADIL INC
5537,FORD,FUSION,2018,HYBRID,ADAMS TAXI LLC
1457,TOYOTA,SIENNA,2018,GASOLINE,CHAND CAB CO
2937,TOYOTA,PRIUS,2013,HYBRID,GILL TAXI COMPANY
4036,TOYOTA,CAMRY,2012,HYBRID,PADO CAB INC.
3311,TOYOTA,PRIUS,2013,HYBRID,AHMED VOHRA CAB CO.
6639,TOYOTA,PRIUS,2016,HYBRID,DIAMOND JUBILEE ENT INC
388,NISSAN,SENTRA,2019,GASOLINE,DEKA CAB CORP
3305,FORD,TAURUS,2016,FLEX FUEL,CHICAGO RED WHITE CAB CO.
5845,TOYOTA,CAMRY,2018,GASOLINE,"TAHIR Q RAZAVI, INC."
4084,TOYOTA,COROLLA,2014,GASOLINE,GURIYA INC.
3515,TOYOTA,CAMRY,2014,HYBRID,MAS TAXI INC
2719,TOYOTA,CAMRY,2016,HYBRID,EUN CAB COMPANY
6106,TOYOTA,CAMRY,2012,HYBRID,SCOTT F MADSON
658,HYUNDAI,ELANTRA,2018,GASOLINE,ZEUS CAB CORP.
2072,TOYOTA,CAMRY,2014,HYBRID,ADEBAYO FALETI
6510,TOYOTA,PRIUS,2013,HYBRID,FAVEN CORP.
5108,TOYOTA,CAMRY,2011,HYBRID,CHICAGO CAB 5108 CO.
2210,TOYOTA,CAMRY,2016,HYBRID,SAGE TRANS INC
3019,TOYOTA,CAMRY,2010,HYBRID,HERETIC INC
2492,HYUNDAI,ELANTRA,2018,GASOLINE,PAROS CAB CORP.
6621,TOYOTA,CAMRY,2014,HYBRID,NORTH KING CAB COMPANY
5388,TOYOTA,CAMRY,2012,HYBRID,NEW CITY CAB CORP
3987,TOYOTA,CAMRY,2016,HYBRID,VALIEASR TAXI CORP.
3957,TOYOTA,COROLLA,2014,GASOLINE,BORHAN INC
5981,TOYOTA,CAMRY,2014,HYBRID,ENGINEER'S CAB CORP
1857,TOYOTA,CAMRY,2014,HYBRID,AKI EXPRESS INC.
4059,TOYOTA,PRIUS,2013,HYBRID,SLSJETS V CAB CORP.
2974,TOYOTA,CAMRY,2015,HYBRID,SHARIF INC
304,TOYOTA,PRIUS,2014,HYBRID,IL 10 CORP
4129,TOYOTA,PRIUS,2014,HYBRID,J & N TAXI INC.
6325,TOYOTA,CAMRY,2017,HYBRID,BLISS TAXI INC.
4638,TOYOTA,RAV4,2018,HYBRID,"RONEK, INC."
1747,TOYOTA,SIENNA,2020,HYBRID,SENEGAL TRANSIT INC.
4659,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION FOUR LLC.
1996,VPG,MV-1,2012,COMPRESSED NATURAL GAS,LIGHT BREEZE CAB CORP.
1255,TOYOTA,PRIUS,2016,HYBRID,YC21 LLC
5196,VPG,MV-1,2012,COMPRESSED NATURAL GAS,JULY CAB CORP.
1486,FORD,ESCAPE,2012,HYBRID,RAINSTORM II HACKING CORP.
2439,TOYOTA,PRIUS,2016,HYBRID,SURANI INC
2441,DODGE,CARAVAN,2016,FLEX FUEL,D. K. ENTERPRISES INC
