id,tagline
5876,"Belief divides them, mystery surrounds them, b..."
264660,There is nothing more human than the will to s...
492,Ever wanted to be someone else? Now you can.
238603,No one will ever believe our story.
10691,When it's real. When it's right. Don't let any...
1251,The battle of Iwo Jima seen through the eyes o...
58680,It's Woo's world.. we're just living in it.
264644,Love knows no boundaries
14577,Revenge is a dish best served DIRTY.
11592,"Every Mom Wants to Be Wanted, But Not For Murd..."
16406,The unmaking of the president
3682,You've never been anywhere until you've been here
9683,Life is an adventure. Don't blow it.
107811,Finally.
2266,Fall in love with Paris 18 times.
144340,Let someone in.
28211,"If the one you love was lying to you, how far ..."
47502,"A comedy about a wife, her husband and his hit..."
84892,We are infinite.
24227,You have the right to remain silent... permane...
9672,There's more to the story than you know
44853,Everything has a price.
157544,"For 2,000 years the Vatican has recorded evide..."
59678,Inner City vs. Outer Space
79777,Love can change what we want… war can change w...
158011,There are 188 million 911 calls a year. This o...
407887,The Odds Were 5000 to 1 … One was all They Nee...
17043,His First Big-Screen Adventure!
8952,The Conman who wouldn't go straight.
13435,Antwone Fisher is at war... with himself.
17187,In everyone's life there's that one person who...
319,"Stealing, Cheating, Killing. Who said romance ..."
59457,What are the consequences of giving birth to y...
9504,Lie. Cheat. Steal. All in a day’s work.
37414,Nobody See's It Coming
6217,They are something more than lovers who are ab...
26688,The Sisters of Theta Pi Are Dying To Keep a Se...
43867,The most thrilling swordfight ever filmed...
6615,The search for true love begins outside the box.
14574,"Lines may divide us, but hope will unite us."
16,You don't need eyes to see.
39780,"They dared to play the game of love, faith, an..."
21612,"One family, one murder, too many lies."
36691,Ben loves his family almost as much as he love...
23631,He was given an offer he couldn't refuse...
45324,Honor. Integrity. Principles. Everything is ne...
12144,A new adventure is born.
56601,Dream for the fences.
9552,Something almost beyond comprehension is happe...
578,Don't go in the water.
2105,There's nothing like your first piece.
126319,"Bonnie and Clyde, Sid and Nancy..."
10136,Eddie Murphy is the chosen one.
67660,Let the mind games begin.
10611,Everyone's gettin' lined up.
154,At the end of the universe lies the beginning ...
3049,"He's the best there is! (Actually, he's the on..."
860,"Is it a game, or is it real?"
9281,A big city cop. A small country boy. They have...
75674,The only easy day was yesterday
9762,Every Second Chance Begins With a First Step
3179,Coming to a screen bigger than your TV.
184,Six players on the trail of a half a million i...
13335,This time they're running from the joint.
76726,What are you capable of?
36819,All the dreams you've ever had and not just th...
17130,Dreams change. Friends are forever
57214,Witness it
11202,The Rebel Warrior
9357,The things that we fear the most have already ...
13812,Contain The Truth.
9030,How can you believe your eyes when they're not...
19084,Take the ride.
8386,They've got their degrees all rolled up.
1360,Prepare to be seduced
101267,Be yourself and you can be anything
222935,One Sick Love Story
10220,Trust everyone... But always cut the cards.
11601,In every mind there is a door that should neve...
205220,These two unlikely companions are on a journey...
11354,Sometimes what tears us apart helps us put it ...
16241,If they survive...will we?
14191,A Fish-Out-Of-Water Comedy.
286565,Get Lost. Get Found.
129670,Life's not about winning or losing. It's about...
9059,Ready for your deadtime story?
34549,His World. His Rules.
57157,Everyone gets old. Not everyone grows up.
1948,There are a thousand ways to raise your adrena...
38093,In this game every shot counts.
11027,You Will Feel The Heat
3635,Discover the mystery behind the legend.
387,When the hunters become the hunted
122906,What if every moment in life came with a secon...
60599,Power is the best alibi.
227719,Today is better the second time around
12088,The high-tech prison thirty stories below grou...
9466,A funny look at people who will do anything to...
7510,Ever have one of those lives?
31246,The tale of two American Idols.
61752,"A fresh, sassy and sexy comedy!"
10944,Everything you know about desire is dead wrong.
1255,Monsters are real.
45226,Who says you can't take it with you?
10212,You Are Who You Eat
8669,Popularity is a state of mind.
86825,Innocence Ends.
844,Are you still in the mood for love?
15907,Some friendships are wilder than others
38448,The truth is not what you know. It's what you ...
327,Are You Japanese?
9260,Five guys. One safe. No brains.
13079,Your life can change in an instant. That insta...
4170,"Each year, more than 1,000,000 people are traf..."
41508,You can close your eyes. You can turn away. Bu...
10133,Never forget who you are
173931,From zero to hero.
50601,Their only weapon is the truth.
26466,A Passage to Hell
236751,Unlock the mystery
107,Stealin' Stones and Breakin' Bones.
357837,Dancin' Like You've Never Seen Before
8913,Sometimes dead is better.
18530,What would you do if someone was watching you?
927,"Don't get him wet, keep him out of bright ligh..."
11,"A long time ago in a galaxy far, far away..."
291870,This is Jason. He's a little worried about his...
907,Turbulent were the times and fiery was the lov...
206563,You never know what you might find
45317,Every dream deserves a fighting chance.
12094,Guess who just made number two?
10377,"Truth, Justice and the Gambini Way"
249164,Live for Love.
256092,One Hell of A Ride
9942,A comedy with bats and balls.
10748,Taking higher education to a new low.
1817,No options. No lies. No fear. No deals. Just k...
10229,She didn't belong. She was misunderstood. And ...
796,"In the game of seduction, There is only one ru..."
22804,The Game Has Come Full Circle
10156,"Ten million years in the making. The truth, th..."
12837,"Bring Your Girlfriends, Sisters, Mothers and D..."
17708,Undercover and Out The Way!
13937,Demented. Deranged. Deceptive. De Palma.
31909,Their conquest has already begun... He know th...
167073,"Two countries, two loves, one heart"
3175,At long last Redmond Barry became a gentleman ...
14369,"They haven't quite figured it all out, but the..."
16888,He's cool. He's clean. He's a love machine.
121826,Four Friends Looking For A Little Harmony
10646,The Last Man Standing Gets The Kitty.
12149,No Soul Is Safe.
304357,Justice is priceless.
11184,Let's talk about sex
766,Trapped in time. Surrounded by evil. Low on gas.
20009,When all else fails... cheat.
1587,A film about the love you find...In the last p...
30973,For God loved the world So much...
11109,Wife. Mother. Criminal.
9027,"When he talks, women listen."
63020,"On the way to finding a family, she found love."
11065,Trust. Seduction. Betrayal.
13888,"Return to the Romance, Return to the Adventure..."
62728,Love. Murder. Revenge.
11917,You Won't Believe How It Ends
45138,Even the Mafia Calls Him Mister!
80271,"You can change your status, but not your heart."
4657,Under the surface of every life lies a mystery
14395,A Love.... That Broke All Relationships
24137,He just doesn't know it yet.
190847,The search for life is about to end.
11056,A house. A past. A secret. Will you dare enter?
62,An epic drama of adventure and exploration
601,He is afraid. He is alone. He is three million...
13067,Get ready to fall
58051,"He found the girl of his dreams, he fell in lo..."
96399,The True Story of Cristiada
489,"Some people can never believe in themselves, u..."
373314,Ambition can be deadly
214,Suffering? You Haven't Seen Anything Yet...
10890,The story of a man who wanted to keep the worl...
1588,May the best moves win.
316727,Keep America great
10314,These two opposites attract... but EVERYONE'S ...
663,You think it is over...but the games have just...
11804,The line separating the living from the dead h...
11873,The Hustler isn't what he used to be. But he h...
9289,This is the day that changed the world... When...
10414,They can't skate. They can't win. They can't b...
1970,It never forgives. It never forgets.
9614,He doesn't play golf... he destroys it.
8922,What’s eating you?
1648,History is about to be rewritten by two guys w...
17917,Much Much More Than a Musical!
74534,Share the journey. Share the laughter.
19405,Saving The World One Playground At A Time
9355,Two men enter. One man leaves.
10999,Somewhere... somehow... someone's going to pay.
321258,Every child needs to feel loved.
44040,Bad Things Happen For A Reason
10426,The party's back in the 'hood!
280092,This is how you die
13938,His family thinks he's crazy. His enemies thin...
10163,God made him simple. Science made him a god.
12182,Every night has a soundtrack.
1832,It can be Hell getting into Heaven
9034,Some friendships last forever... like it or not.
15301,You're travelling through another dimension. A...
10135,"Dalton lives like a loner, fights like a profe..."
26352,He's armed and dangerously funny.
20616,His biggest fan just became his worst nightmare.
9794,A slacker competes with a repeat winner for th...
15037,Yesterday's history.  Tomorrow's the future.  ...
227,They grew up on the outside of society. They w...
294272,Some secrets are too big to keep.
11336,"In his mind, he has the power to see the futur..."
283445,"Be careful, children at play."
88036,Celebrate the legend.
10984,Remember that kid everyone ignored on Valentin...
22824,There are four kinds of alien encounters. The ...
9526,Radio Like You've Never Seen It Before
39349,He wanted power. He wanted revenge. Now he jus...
15983,America wasn't ready...but HE was!
11545,Love. Expulsion. Revolution.
42684,Don't look up
8359,"Kit Kittredge, a resourceful young girl, helps..."
15648,Is it all too good to be true?
9362,The monster movie that breaks new ground.
9902,It's the last one you'll ever take.
14729,"""All the world likes an outlaw. For some damn ..."
9455,You can't play by the rules if there aren't any.
10090,"In a time of crisis, America will call Reno 911!"
164558,A motion picture event.
17710,A Big Problem Calls For a Big Head
9515,A hitman and a salesman walk into a bar...
27322,Get Together. Fall Apart. Start Over.
328425,Not every gift is welcome.
10050,"Young, Free And Single. Again."
1542,Work sucks.
10490,The battle between the good and the bad is bou...
87093,She created it. He sold it. And they bought it.
10029,They've been bad. Very bad.
9893,The rules are set. The game is on.
11507,You can't believe everything you see.
37931,He's the ultimate tool.
3472,Every dream has its price.
87818,The biggest cast ever assembled for the most o...
13160,She's passed on... But she's not moving on.
88005,Nice knowing you.
52067,Today is the first day... of the rest of his w...
73,Some Legacies Must End.
134597,Every great collector has a vision.
24034,A musical tail about one dog's dream of becomi...
13201,Some lines should never be crossed.
209403,The end justifies the means
7942,Love. Commitment. Responsibility. There's noth...
73247,Meet a modern nuclear family unlike any other.
253331,There's more to family than what you see.
9952,A true story of survival... declassified.
256924,A letter from John Lennon changed his life
82532,The first step to finding your destiny is leav...
134371,Who is John Galt?
2088,The story of a cop who wanted it bad and got i...
10388,Vengeance knows no boundaries.
1640,You think you know who you are. You have no idea.
25520,When a woman has the beauty men admire and wom...
27342,"Ex-Cop, Ex-CIA, Explosive"
13689,There are no ordinary moments.
67911,There Are No Small Actors. Just Small Parts.
329440,Everyone comes here looking for a way out
47890,Someone is hunting tourists out of season.
252512,Life Never Gets Old.
55720,Every father wants more for his son.
9613,The only thing worse than losing your mind... ...
29076,The Agency's best has a bad case of nerves.
68812,Loving husband. Devoted father. Ruthless killer.
14195,Demented Forever!
73567,A Totally Deep-Fried Texas Redneck Trailer Par...
41479,"They're not just living the American dream, th..."
15394,To some it's a game. To others it's a habit. B...
10071,They want to put a baby in you.
1989,How do you say goodbye to someone you can't im...
12779,A snooty socialite is stranded on a Mediterran...
13191,When it comes to war... America means business
11770,Get ready to kick some grass!
12703,"I'm not going to be okay, Bud."
101173,Nature teaches beasts to know their friends.
25350,People are never who they seem to be.
10034,They're not bad girls. They're just behaving t...
20178,Lance Clayton is about to get everything he de...
5072,The Company Is Making Cutbacks
18191,Every fear hides a wish.
11546,"Just when we thought the Cold War was over, le..."
41894,No one changes the world alone.
268171,It's never too late.
24663,They've got a long way to go
39055,It's Time To Soar.
245846,To find the truth they must lose themselves.
15017,Small-town girl. Big-time dreams.
12245,There is no way of finding a single absolute t...
49787,Pray That You Drown First
7006,Sometimes they don't come back alone.
66767,"Feel the beat, live the dream."
42057,Finding the right man can be murder
17577,An evil entombed for 2000 years... until now.
15067,A Fistful of Fun!
78383,Your pain is her pleasure.
43090,Fastest draw in the North... kinda.
16614,Nothing brings people together like a crappy s...
10471,The suburbs make the hood look good.
250066,Brothers in arms for life.
667,You Only Live Twice...and Twice is the only wa...
208869,HUSTLE. HEIST. REPEAT.
10306,He's found her.
106845,We are the endangered species.
11576,The biggest entertainment ever to rock the scr...
219,Return.
11827,A Step Beyond Science Fiction
22820,"Oinus, Ainous, Anous, Odious."
31174,"I can smile, and murder while I smile"
244316,Hunt or be hunted.
62215,Enjoy it while it lasts
66125,He's Been Everywhere Mate.
348,In space no one can hear you scream.
30497,Who will survive and what will be left of them?
27586,It's 1975 and they're about to explode.
14811,To Life!
660,Look up!  Look down!  Look out!
68684,Cancel Your Future
9400,It's about crime. It's about payback. It's abo...
10585,Chucky is one mean S.O.B.
2359,This might hurt a little.
238636,"Welcome to America, where one night a year, al..."
10472,A new comedy about giving first love a second ...
11282,Fast Food. High Times.
6521,Sometimes you can assassinate a leader without...
14181,Welcome to the new American dream.
1621,Some very funny business.
9656,"This holiday season, the slay ride begins."
16428,When it comes to getting dumped... He wrote th...
10705,The great adventure of a king who defied the o...
24621,Three women. Three cities. Three times the tro...
9685,Insanity is relative.
14425,Flunk 'em if they can't take a joke.
10179,A totally SPACED adventure! ...You have to be ...
14057,Men play the game. Women know the score.
12621,One high school drama teacher is about to make...
1808,Style matters. Even when it comes to murder.
293670,Never be tempted.
29514,When I wake you... you'll be dead
39806,Her heart was torn between love and the future...
17926,They Know Each Other By Heart.
291081,"An epic tale of murder, corruption and obsession."
25968,"For Veronika, confronting death... is discover..."
9671,There's a little of him in all of us.
52010,In the grim darkness of the far future there i...
11588,His story began when it all ended
43418,BENEATH HILL 60 featuring Captain Woodward MC ...
13483,"Every year, one in 700 people wake up during s..."
327833,Two Cops. One Mission. No Mercy.
1547,Sleep all day. Party all night. Never grow old...
25196,"The harder the life, the sweeter the song."
16323,"She gave and gave, until she had nothing left ..."
175528,She's done flying solo.
8069,See Barbarella do her thing!
9451,Reading. Writing. Revenge.
16727,Two Worlds. One Journey.
272693,"You either know one, you have one, or you are ..."
10696,"In music she found her dream, her love, herself."
29963,First love burns brightest.
26022,I am Muslim and i am not a terrorist
152747,Never give up.
62676,The Only Thing More Dangerous Than Death... Is...
1116,Winner of the PALME D'OR at the 2006 Cannes Fi...
11620,THIS IS THE BIG ONE! The splendor and savagery...
14353,Not Your Parent's Opera
11818,Some Men Are Born to be Heroes
680,Just because you are a character doesn't mean ...
11176,More entertaining than humanly possible.
242582,The city shines brightest at night
11217,A vacation to die for
15121,The happiest sound in all the world!
2619,Allen Bauer Thought He'd Never Find The Right ...
773,A family on the verge of a breakdown
235,"For some, it's the last real taste of innocenc..."
170,His fear began when he woke up alone. His terr...
14114,"If you want respect, you've got to take it."
10734,No one has ever escaped from Alcatraz...and no...
37964,When did you first fall in love with hip-hop?
28121,"When you play, you pay."
40807,It takes a pair to beat the odds.
10885,The most terrifying images are the ones that a...
225565,When you realize getting some means wanting more.
385736,They aren't just shoes
11971,Romance. Mischief. Seduction. Revenge. Remarka...
668,Far up! Far out! Far more! James Bond 007 is b...
11596,"One, Two, Freddy's coming for you..."
14429,The last guy she wants is the only one she needs.
13751,Changing the world... one word at a time.
9490,They'll do anything to save their best bud.
14536,She's an executive on the move. But her career...
1359,I think my mask of sanity is about to slip.
9962,It's her last best chance... is she going to t...
15049,Shoot First Translate Later
22821,The Saints Are Calling
37735,The rumour-filled totally false account of how...
59930,Summer's Never Been So Much Fun!
10873,An Unspeakable Horror. A Creative Genius. Capt...
51588,"There are hundreds of nights in high school, b..."
23570,Something magical is about to unfold in the mo...
14629,Want to know how she got there?
1958,Living in a house full of women can be murder.
13154,One's a warrior. One's a wise guy. They're two...
26618,"Some killers are strange, some are deranged, a..."
43923,Sometimes what's in your head isn't as crazy a...
46138,"In the fight for equal rights, an ordinary wom..."
45791,Between every father and his son there is a st...
26306,He beat the odds... And became a legend!
110683,"She seduced, robbed and murdered...That was on..."
26963,Turn the darkness into light
198277,You're only as strong as your next move.
7870,Sometimes it's hard to find your way.
13072,Not made to be broken
30141,"When it comes to murder, seduction and betraya..."
17044,The story of three young women and the events ...
10288,Good dead are hard to find
44147,They said 'Take her out'. He got the wrong idea.
12192,No body is safe.
13197,"The Intersection Where Family, Honor and Betra..."
10913,One shot is all it takes.
149,Neo-Tokyo is about to E.X.P.L.O.D.E.
10425,"To live a life of his own, he has to die first."
256687,Greed. Revenge. Redemption.
1544,There goes the bride.
374461,He was the one person she could always count on.
302,"On the surface, all is calm"
21512,When juggers play there is only one way to liv...
389425,There is no honor in revenge.
403,"The funny, touching and totally irresistible s..."
29461,There's Plenty For Everyone!
33542,No Fear. No Stuntman. No Equal.
9388,Tobacco lobbyist Nick Naylor is trying to SAVE...
1691,Americans...they have no imagination.
24684,An education isn't always by the book.
11308,If you experienced "The World According To Gar...
15365,Protecting America's assets.
36046,One Man....A Remarkable Vision; One Family.......
12569,Sticking it to the man has never looked so good.
24356,Would you reach out your hand to save a drowni...
55903,Crimes of passion are not always between lovers.
2577,How do you solve a crime when the last thing y...
73873,A man with a secret. A woman with a dream.
312113,Blood Will Be Spilled
45650,What Are You So Afraid Of?
7735,Evil is something that you learn
301365,Beauty is vicious.
25941,Every man has a breaking point.
7326,A comedy about growing up... and the bumps alo...
326284,The black market is about to get bloody
681,The man who made 007 a household number
238,An offer you can't refuse.
535,When the dancer becomes the dance.
19913,It was almost like falling in love.
77930,Work all day. Work it all night.
10727,Evil rises.
253,Roger Moore is James Bond.
17908,Every family needs an optimist.
8390,Three relationships. Three disasters. One last...
57119,Sometimes the only way to get past family dram...
3291,They took on the Government with nothing but t...
398,In Cold Blood
8068,"When the smoke clears, it just means he's relo..."
10803,The only thing you can't have in Logan's world...
682,The man with the golden gun is ready to assass...
10117,It's Time For
9392,Scream your last breath.
24977,Up close some heroes get even bigger.
79316,The Devil Always Gets His Due
2074,"A comedy about sex, love, family and other acc..."
1696,Death walks behind. Hell waits ahead.
308639,It's hard out here for a geek.
2662,You'll never get out alive.
77156,Don't you dare go in there!
12573,...seriously!
44718,Every secret dies somewhere.
11342,Satan also has one son.
241771,"Open your heart, find your voice."
14578,Tim's getting a future... whether he likes it ...
57825,Bollywood meets Hollywood... And it's a perfec...
9555,"Follow Your Heart, Follow The Fence"
13006,He's seen the future. Now he has to kill it.
16651,An Epic Journey.
4251,A Love Legend
12400,There's always a way out. You just have to fin...
39053,John met the woman of his dreams. Then he met ...
14112,A day without sex is a day wasted.
12271,"When Andy met Edie, life imitated art."
226354,Believe the Miracle
33676,The last word about the first time.
11687,They Weren't Born Yesterday!
31535,Work sucks!
44835,Sometimes life gives you the finger and someti...
192134,I want my money plus interest.... and a present
306745,A true story of love and injustice.
47088,"They're not gigolos, they're gentlemen."
15013,Every family has its own language
8374,Thy Kingdom Come. Thy Will Be Done.
78381,"Between the living and the dead, eviil is wait..."
164372,"Cold can freeze your heart, love can set you free"
8879,... and hell followed with him.
13001,The lines have been drawn. The battle has been...
9571,See it with a bud.
334527,Leave the crime to the criminals
13919,Fear. Trust. Love.
14576,"Lie, cheat, steal... your deal!"
82505,Fear reaches out... for the girl next door.
46738,The search began at the opening of their mothe...
38970,Some loves are never forgotten
41009,Blood is thicker than water. Nothing is thicke...
7347,On the streets of Rio only the elite survive
250546,"Before the Conjuring, there was Annabelle."
38415,Bran Nue Dae
650,Once upon a time in South Central L.A... It ai...
16620,Born into poverty. Destined for stardom. He li...
11033,The Latest Fashion In Murder
34723,For anyone who has ever dreamed of running awa...
9430,A weekend wasted is never a wasted weekend.
10514,The picture runs 130 minutes!... The story cov...
10496,They will suck you dry
1591,One family's tale of a homeland lost... and a ...
87499,"Spy on us, we'll spy on you."
18923,Family can be whatever you want it to be.
28089,The Scars of War Will Last Forever
218,Your future is in his hands.
338,The German Democratic Republic lives on -- in ...
21641,They love me for what I'm not... ...they hate ...
10925,They're Back From The Grave and Ready To Party!
2293,They're not there to shop. They're not there t...
621,Grease is the word
792,The first casualty of war is innocence.
1777,Controversy... what controversy?
642,"Not that it matters, but most of it is true."
433,It's supercalifragilisticexpialidocious!
16619,Everything is in its proper place...except the...
1725,The screen achieves one of the great entertain...
11977,The snobs against the slobs!
16158,From best friends to best men.
629,Five Criminals. One Line Up. No Coincidence.
10160,"Now Freddy’s a daddy, he’s killing for two."
11452,Don't Graduate. Celebrate.
12163,Love. Pain. Glory.
32275,Emotions . . . As Violent As The Wind-Swept Pr...
13785,Some pets deserve a little more respect than o...
1103,1997. New York City is now a maximum security ...
14144,The summer is going to be in tents.
10622,Fight first. Apologize later.
13370,"Back together for the first time, again."
11191,A Romantic Comedy With The Works
10215,What if one split second sent your life in two...
25066,Chill or be Chilled
1523,Charming. Magnetic. Murderous.
11361,"Michael Lives, And This Time They're Ready!"
92591,A story so unbelievable it must be true.
12509,A true portrait of life and art.
15256,It's 11:59 on New Years Eve... do you know whe...
83686,There's more than one way to take a life.
80304,Funniest movie you'll ever read.
28053,Truth is stranger than family
67913,The FBI are about to discover that things work...
1443,"Beautiful, mysterious, haunting, invariably fa..."
8545,Finding your own voice can be magic.
19556,"After four years in a coma, Eugene Pratt is go..."
231576,Life is an occasion. Rise to it.
16172,Magic opened up their hearts... Love did the r...
13403,An anatomically incorrect rock odyssey
15797,The ultimate martial art.
347764,Be Careful Who You Get Close To
576,If you only want to spend two hours in a movie...
11583,Never have so few taken so much from so many.
59728,Rising from tragedy to triumph
7547,"Before you fall in love, you need to love your..."
42222,The story of two women whose friendship sudden...
44260,Exploring the Issue that Divides the World
9282,Fate can change in seconds.
38940,Killers for hire are paid for what they can do...
35689,Some secrets are better left buried.
97614,Twisty thriller... a wild ride.
37206,An abandoned child brings the colors of love i...
58626,Who's on your list?
837,First it controls your mind. Then it destroys ...
1555,"They came from Paris, Rome, London and Berlin ..."
244783,A moment can change everything.
16564,"In 1945 Holland, a boy must choose between goo..."
168027,Crime is such a trippy thing
3482,"It carried their hopes, their nation's honour!"
135595,Justice needs a hero
8982,Vengeance Knows No Mercy
455,"Sometimes, to follow your dreams... you've got..."
57022,Greetings from ...
10664,Fear Revisited
55567,Dance - Sing - Dream
9277,...all it takes is a little confidence.
9443,"This is the story of two men who run, not to r..."
16186,Time heals the heart. Faith heals the rest.
7863,A true story of the mystery of music and the m...
138697,Everyone loves a happy ending.
11901,Welcome to Hell
1548,Accentuate the negative.
33155,She's too good to be true...and too real to be...
321,Things change. Family doesn't.
4997,"Sex, drugs, murder. Welcome to L.A."
925,It's the hottest day of the summer. You can do...
27451,"Passion, Seduction, Deception."
979,Time destroys everything.
193722,M For Father
7913,A Generation Awakens
51995,Faith alone doesn’t cut it anymore
13173,"If He'd meant the commandments literally, He'd..."
70670,The hunt is on.
84204,"For the locals on Erin Island, it's last orders."
25248,He's hoping for a miracle. He doesn't have a p...
230266,Love is a foolish game
16633,Beyond fantasy. Beyond obsession. Beyond time ...
63006,Goa. Paradise on Earth. But every Paradise has...
91586,It will take what you love most.
215,Oh Yes... There Will Be Blood.
333371,Monsters come in many forms.
9012,Do not attempt this at home.
72571,It Runs In The Family
242512,Keep telling yourself it's just a game
10072,"If you think you're ready for Freddy, think ag..."
211954,Life doesn't care if you're ready.
82990,It's closer than you think
29912,The first motion picture in CinemaScope--the m...
11284,They saved the best for last.
504,The first female serial killer of America
173,The mightiest motion picture of them all!
227348,You're one of us now.
1955,I am not an animal! I am a human being! I... a...
152532,Sometimes it takes a hustler to change the world
243940,Evil will rise.
77,Some memories are best forgotten.
157547,You see what it wants you to see
2295,With No Power Comes No Responsibility
71,Inside every one of us is a special talent wai...
147773,We've all been there.
24266,The story of a boy suddenly alone in the world...
16508,You'll Dig Doug!
2895,The hardest soul to save was his own.
15660,The meanest mother of them all
59968,Everybody has one
323677,The incredible true story of gold medal champi...
19848,"Here, we get down and dirty."
256274,The only way out is down.
235271,Every Woman Needs an Escape
45153,The secrets that hold us together can also tea...
24973,"To Nefer, shameless temptress of Babylon, he s..."
21610,A terrorist holds New York in a grip of fear -...
10283,The Big Apple's in BIG trouble!
8346,Love is here to stay... so is her family.
122081,A little sun can bring out your dark side.
10987,Haddonfield is ready to celebrate Halloween......
1391,Life has its ways of teaching. Life has its wa...
747,A romantic comedy. With zombies.
14745,Her past is yet to come.
26748,John Sayles invites you to return to the scene...
11357,Horror has returned to Haddonfield.
24913,Childish pranks turn into a bloody battle for ...
13776,"Suddenly, life was more than French fries, gra..."
14854,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawma...
50357,There's a reason we've never gone back to the ...
13090,life's a messy business.
192141,No rescue. No refuge.
16441,"Born with the courage of an eagle, the strengt..."
29996,Only once in 3000 years...anything like...
351819,Way shadier than gray.
22649,Every woman who has loved will understand
378200,t's what everyone's looking for
11042,"A provocative new comedy about sex, friendship..."
10786,Love is the greatest adventure of all.
12484,The night... has an appetite.
11959,A lot of TV stations have forgotten what "qual...
9900,A movie that proves you're never too old to co...
14662,Growing Up is Hard to Do
335,There were three men in her life. One to take ...
15745,Welcome to disorganized crime.
17431,The last place you'd ever expect to find yours...
21014,A 13-year-old boy uses his upcoming bar mitzva...
78394,The T-Rex of the Seas come alive.
10217,There is no such thing as the simple truth.
46332,"In the face of terror, their greatest weapon w..."
13996,"Based on a true story of love, victory, and fe..."
3028,The comedy that examines modern living through...
1024,From a secret world no one could see... came a...
343795,Hope lives
45658,Lost is a good place to find yourself
16148,The world's most private detective.
4553,A little guilt goes a long way...
36351,He was a good man in a deadly business. She wa...
245916,Can you keep a national secret?
27585,The only way out is through.
1415,'Til death do they party...
313922,One way in. No way out.
14474,One woman's story is about to climax.
199933,Who is John Galt?
13685,"They're not really criminals, but everyone's g..."
8744,They Planned The Perfect Crime... Until It All...
38428,To the People...He was a Father. To his Son......
39269,A harrowing drama from the director of Easy Rider
46838,Evil just messed with the wrong hillbillies.
51384,"Something mysterious, new, unexpected and love..."
56930,Breath-taking Adventure !
41730,"Once You Get There, You'll Never Want To Leave"
18442,They can seduce anyone... Prey it isn't you!
298312,No one loves you like your grandparents.
77495,Someone is watching over you
13849,Sleeps Six Bloody Comfortably
12486,What Happens In Antarctica... Stays in Antarctica
19615,It's about the music
244403,The way back begins with a single chord.
340816,They'll be home for Christmas...if only in the...
11935,The mission was a sham. The murders were real.
113406,Even Shakespeare didn't see this one coming.
290825,Do your 'wurst...
12498,A simple man. A difficult choice.
77949,Sometimes dead does not mean gone.
1690,Welcome To Your Worst Nightmare
8435,Because everyone loves an accurate period piece.
49365,The year is 1962. The place is Willowpoint Fal...
300706,Real Friends Do the Dirty Work.
16337,After a decade of silence... The buzzz is back!
11577,Best of enemies. Deadliest of friends.
77987,Time to Meet The Devil
50848,"Make Love, Not War"
166624,Mica is a perfectly normal boy. Well he would ...
10822,Truth is more shocking than fiction.
10844,The true story of a small town massacre
9336,What an Institution!
5689,A sensuous story of natural love.
712,Five good reasons to stay single.
13342,"Fast Cars, Fast Girls, Fast Carrots...Fast Car..."
10339,From the immortal adventure classic...of whali...
1429,This life was so close to never happening.
9303,"In their world, you can't buy freedom, but you..."
65749,Tango: do not ever leave me
6106,Based on a true story.
252680,What could go wrong?
141,You can never go too far
12079,The ultimate speed freak's tale.
4550,All she wanted was a peaceful life... they did...
9991,"It's Not Just About Football, It's About Pride..."
68818,No destiny
36419,Life is the symptom. Death is the cure.
510,"If he's crazy, what does that make you?"
375290,"170,000 Refugees, 488 Flights, 59 Days, 1 Man"
116613,Act like a criminal to catch a criminal.
11826,There's a bit of the beast in all of us.
10947,This School Rocks Like No Other!
3040,All That Stands Between Light And Darkness Is ...
11386,Play At Your Own Risk.
10246,Keep an eye out for the funniest movie about g...
29426,Death isn't what it used to be.
10331,"If it doesn't scare you, you're already dead!"
153,Everyone wants to be found.
703,A nervous romance.
1365,A lifetime of change can happen in a single mo...
287424,Don't Get Bitten
451,I Love You... The Way You Are.
241251,A Moment She Couldn't Resist. An Obsession He ...
40494,High...High...High...Above Them All! - in exci...
39781,"Nic and Jules had the perfect family, until th..."
8337,Who are they? And what do they want?
5925,Put a fence in front of these men... and they'...
8357,Time to get wise.
146203,The second coming
85350,12 years in the making.
512,The perfect man. The perfect story. The perfec...
13408,"When you're down 'n dirty, it all comes out in..."
47816,"the few, the proud, the paroled."
10744,When your life depends on losing... the last t...
11536,It shouts and sings with life ... explodes wit...
9782,You never know who's listening.
6537,A tale of love.  A story of horror.
184345,It'll scare the #2 out of you.
1809,We all run on instinct
2370,Hitchcock takes you behind the actual headline...
9809,Welcome to the slammer
5,Twelve outrageous guests. Four scandalous requ...
11013,Assume the position.
10132,The last neighborhood in America.
16448,There's a good reason some talent remains undi...
8141,Professional alcoholic hit man gets life back ...
48572,Fear God.
14517,The Other Side of Reason. The Other Side of Fa...
27551,Warriors. Conquerors. Heroes.
64678,The toughest lesson is love.
309503,Why take the risk
14293,It's your shot. Take it.
103328,"From dawn to dusk, a few hours in the shadowy ..."
25719,Fat cats are too easy. Go for the big fish.
48309,Horror Has A New Home.
27723,Party till you drop. Dead.
20468,He saw. He combed. He conquered.
44945,"What took her family years to build, a strange..."
29122,Piece on Earth.
125123,a love story from the writer of "The Full Monty".
133575,*(Not His Real Name)
54580,This film is not based on a real story. It is ...
